Student ID,Course,Degree,CGPA,Year,Placement
2016H0001H,Civil Engineering,M.E,7.92,4,J. Murphy & Sons
2016A0002A,Mathematics,B.E,8.11,4,Cisco
2016A0003A,Humanities and Social Sciences,B.E,7.34,4,Cognizant
2016S0017S,Economics and Finanace,M.Sc,8.92,4,Boston Consulting Group (BCG)
2016P0021P,Humanities and Social Sciences,B.Pharm,6.17,4,Tata Consultancy Services (TCS)
2016P0024P,Electrical and Electronics Engineering,B.Pharm,8.85,4,INSTRUMENTS
2016H0029H,Economics and Finanace,M.E,6.13,4,Morgan Stanley
2016A0033A,Mechanical Engineering,B.E,8.15,4,Unplaced
2016S0034S,Electrical and Electronics Engineering,M.Sc,6.02,4,Unplaced
2016A0036A,Humanities and Social Sciences,B.E,5.54,4,Google
2016H0039H,Biological Sciences,M.E,9.13,4,GSK Pharmaceuticals
2016P0044P,Chemisty,B.Pharm,6.63,4,Unplaced
2016A0046A,Chemisty,B.E,7.68,4,Unplaced
2016A0049A,Electrical and Electronics Engineering,B.E,9.09,4,SILICON LABS
2016D0051D,Mechanical Engineering,Ph.D,6.01,4,JK Fenner
2016A0053A,Humanities and Social Sciences,B.E,5.32,4,Google
2016A0055A,Mechanical Engineering,B.E,9.4,4,Wabtec
2016A0057A,Computer Science and Information Systems,B.E,8.23,4,Teradata
2016A0060A,Electrical and Electronics Engineering,B.E,6.25,4,SynOPSYS
2016A0062A,Physics,B.E,7.84,4,SEDEMAC
2016P0070P,Civil Engineering,B.Pharm,7.53,4,Assystem Stup
2016A0071A,Biological Sciences,B.E,5.37,4,GSK Pharmaceuticals
2016A0072A,Electrical and Electronics Engineering,B.E,6.72,4,Qualcomm
2016P0075P,Economics and Finanace,B.Pharm,8.35,4,Fidelity International
2016S0077S,Mathematics,M.Sc,8.29,4,Unplaced
2016A0081A,Chemical Engineering,B.E,7.67,4,Unplaced
2016S0083S,Pharmacy,M.Sc,6.37,4,Wockhardt
2016H0085H,Pharmacy,M.E,7.66,4,Natco Pharma
2016H0087H,Electrical and Electronics Engineering,M.E,8.45,4,Cypress Semiconductor
2016D0097D,Mechanical Engineering,Ph.D,6.04,4,FORVIA
2016H0101H,Biological Sciences,M.E,6.95,4,Strand
2016A0104A,Chemical Engineering,B.E,9.43,4,Dow
2016D0105D,Computer Science and Information Systems,Ph.D,8.84,4,Micron
2016A0111A,Biological Sciences,B.E,8.04,4,Lupin Limited
2016P0115P,Computer Science and Information Systems,B.Pharm,6.18,4,VMware
2016H0119H,Pharmacy,M.E,5.19,4,Unplaced
2016A0122A,Mathematics,B.E,8.96,4,MathWorks
2016S0133S,Civil Engineering,M.Sc,7.54,4,Unplaced
2016A0135A,Physics,B.E,5.99,4,IBM
2016P0138P,Computer Science and Information Systems,B.Pharm,9.31,4,Unplaced
2016D0140D,Electrical and Electronics Engineering,Ph.D,6.89,4,Unplaced
2016S0141S,Humanities and Social Sciences,M.Sc,7.11,4,Amazon
2016A0142A,Chemisty,B.E,9.1,4,Shell
2016A0143A,Biological Sciences,B.E,8.81,4,GSK Pharmaceuticals
2016A0147A,Humanities and Social Sciences,B.E,6.42,4,Amazon
2016H0148H,Chemical Engineering,M.E,6.67,4,Wood Group
2016A0151A,Humanities and Social Sciences,B.E,7.02,4,Bain & Company
2016H0157H,Physics,M.E,6.74,4,AMDET
2016A0159A,Pharmacy,B.E,6.93,4,Dr. Reddys Laboratories
