Student ID,Course,Degree,CGPA,Year,Placement
2011S0002S,Mechanical Engineering,M.Sc,7.73,4,Oeing Lie
2011A0004A,Economics and Finanace,B.E,9.81,4,Unplaced
2011H0013H,Computer Science and Information Systems,M.E,5.46,4,Trilogy
2011S0018S,Physics,M.Sc,9.04,4,SynOPSYS
2011H0020H,Economics and Finanace,M.E,9.4,4,Citi
2011A0023A,Pharmacy,B.E,8.89,4,Natco Pharma
2011H0027H,Chemisty,M.E,5.25,4,Cipla
2011A0029A,Civil Engineering,B.E,7.16,4,Unplaced
2011H0037H,Civil Engineering,M.E,5.36,4,ATKINS
2011P0039P,Chemical Engineering,B.Pharm,8.36,4,Linde
2011A0043A,Mechanical Engineering,B.E,9.11,4,Unplaced
2011H0061H,Chemical Engineering,M.E,5.1,4,ExxonMobil
2011A0064A,Chemisty,B.E,5.99,4,Chevron
2011H0071H,Pharmacy,M.E,6.29,4,freyr
2011H0073H,Civil Engineering,M.E,5.76,4,Unplaced
2011A0074A,Pharmacy,B.E,5.69,4,Natco Pharma
2011A0092A,Economics and Finanace,B.E,5.4,4,Boston Consulting Group (BCG)
2011P0093P,Chemisty,B.Pharm,7.51,4,Unplaced
2011H0100H,Civil Engineering,M.E,5.33,4,Parsons Corporation
2011A0102A,Humanities and Social Sciences,B.E,9.44,4,Reliance Industries
2011D0103D,Electrical and Electronics Engineering,Ph.D,8.88,4,Hitachi
2011A0105A,Mathematics,B.E,5.55,4,Qualcomm
2011A0109A,Civil Engineering,B.E,6.46,4,Stantec
2011P0113P,Humanities and Social Sciences,B.Pharm,9.15,4,IBM
2011P0116P,Electrical and Electronics Engineering,B.Pharm,7.07,4,Unplaced
2011H0122H,Chemical Engineering,M.E,7.62,4,Unplaced
2011P0123P,Mechanical Engineering,B.Pharm,9.75,4,Rolls-Royce
2011A0128A,Physics,B.E,8.84,4,SynOPSYS
2011H0132H,Humanities and Social Sciences,M.E,7.49,4,American Express
2011A0133A,Mathematics,B.E,9.04,4,Trilogy
2011D0134D,Civil Engineering,Ph.D,6.08,4,The Walsh Group
2011S0146S,Economics and Finanace,M.Sc,6.84,4,Moodys Investors Service
2011A0156A,Chemisty,B.E,8.07,4,Chevron
2011S0157S,Mathematics,M.Sc,8.65,4,Qualcomm
2011A0160A,Biological Sciences,B.E,5.59,4,Natco Pharma
2011A0162A,Mechanical Engineering,B.E,9.99,4,Rolls-Royce
2011H0170H,Pharmacy,M.E,7.4,4,FRESENIUS
2011D0171D,Biological Sciences,Ph.D,8.23,4,Unplaced
2011A0173A,Humanities and Social Sciences,B.E,8.92,4,Unplaced
2011S0179S,Biological Sciences,M.Sc,6.7,4,Unplaced
2011D0184D,Computer Science and Information Systems,Ph.D,7.07,4,Texas Instruments
2011P0188P,Civil Engineering,B.Pharm,9.57,4,Unplaced
2011A0190A,Civil Engineering,B.E,6.7,4,Obayashi Corporation
2011A0194A,Civil Engineering,B.E,8.62,4,J. Murphy & Sons
2011A0203A,Mathematics,B.E,6.6,4,Intel
2011H0214H,Electrical and Electronics Engineering,M.E,6.96,4,Unplaced
2011A0218A,Physics,B.E,7.34,4,MathWorks
2011S0219S,Computer Science and Information Systems,M.Sc,8.42,4,Micron
2011A0229A,Computer Science and Information Systems,B.E,7.66,4,Qualcomm
2011H0231H,Mathematics,M.E,5.8,4,Pharmo Solutions
2011A0233A,Physics,B.E,7.95,4,Unplaced
2011S0236S,Physics,M.Sc,9.65,4,SEDEMAC
2011S0237S,Chemical Engineering,M.Sc,7.96,4,AkzoNobel
2011H0238H,Economics and Finanace,M.E,7.78,4,Unplaced
2011A0239A,Chemisty,B.E,6.54,4,Honeywell UOP
2011S0240S,Chemical Engineering,M.Sc,7.99,4,Novozymes
2011P0244P,Chemisty,B.Pharm,8.3,4,freyr
2011A0245A,Mathematics,B.E,6.46,4,Flipkart
2011P0249P,Chemical Engineering,B.Pharm,7.91,4,Baker Hughes
2011H0254H,Civil Engineering,M.E,7.16,4,RAMBOLL
2011A0255A,Pharmacy,B.E,6.59,4,КАВІ
2011S0261S,Chemisty,M.Sc,8.61,4,DataZymes
2011S0263S,Chemical Engineering,M.Sc,5.69,4,3M
2011A0264A,Humanities and Social Sciences,B.E,9.47,4,IBM
2011A0265A,Mechanical Engineering,B.E,5.9,4,Unplaced
2011H0266H,Mathematics,M.E,9.1,4,Qualcomm
2011S0267S,Economics and Finanace,M.Sc,6.13,4,Fidelity International
2011P0268P,Mechanical Engineering,B.Pharm,5.04,4,Ford Motor Company
2011H0271H,Biological Sciences,M.E,9.89,4,Natco Pharma
2011D0272D,Physics,Ph.D,6.84,4,Unplaced
2011H0278H,Mathematics,M.E,8.89,4,IBM
2011D0279D,Humanities and Social Sciences,Ph.D,7.56,4,Aditya Birla Group
2011D0280D,Mechanical Engineering,Ph.D,8.67,4,CYNLR
2011H0291H,Mechanical Engineering,M.E,8.69,4,Faurecia
2011A0296A,Humanities and Social Sciences,B.E,8.76,4,Reliance Industries
2011A0297A,Electrical and Electronics Engineering,B.E,6.19,4,SILICON LABS
2011A0301A,Biological Sciences,B.E,5.84,4,Unplaced
2011A0303A,Electrical and Electronics Engineering,B.E,8.42,4,Honeywell
2011H0304H,Humanities and Social Sciences,M.E,6.31,4,Bain & Company
2011A0305A,Biological Sciences,B.E,6.44,4,Zydus
2011H0310H,Computer Science and Information Systems,M.E,8.27,4,Rizzle
2011D0316D,Mathematics,Ph.D,5.52,4,Cisco
2011H0328H,Computer Science and Information Systems,M.E,8.89,4,Micron
2011H0331H,Chemisty,M.E,7.2,4,Unplaced
2011A0335A,Mechanical Engineering,B.E,8.22,4,ANAND
2011A0338A,Humanities and Social Sciences,B.E,5.09,4,Unplaced
2011H0341H,Chemisty,M.E,8.5,4,kmk
2011H0342H,Mechanical Engineering,M.E,5.02,4,SONA COMSTAR
2011P0344P,Civil Engineering,B.Pharm,5.02,4,Unplaced
2011S0346S,Economics and Finanace,M.Sc,8.41,4,American Express
2011D0353D,Pharmacy,Ph.D,8.44,4,Lupin Limited
2011D0354D,Chemical Engineering,Ph.D,9.43,4,GSK
2011S0358S,Humanities and Social Sciences,M.Sc,7.67,4,Unplaced
2011P0361P,Electrical and Electronics Engineering,B.Pharm,5.59,4,Texas Instruments
2011A0364A,Biological Sciences,B.E,8.68,4,Sun Pharmaceutical Industries
2011H0371H,Chemical Engineering,M.E,9.02,4,Unplaced
2011P0372P,Economics and Finanace,B.Pharm,9.06,4,Unplaced
2011H0384H,Electrical and Electronics Engineering,M.E,8.47,4,Analog Devices
2011P0386P,Pharmacy,B.Pharm,6.35,4,Elucidata
2011A0396A,Chemisty,B.E,8.43,4,FRESENIUS
2011A0400A,Mechanical Engineering,B.E,9.03,4,FORVIA
2011A0407A,Civil Engineering,B.E,5.49,4,Unplaced
2011A0409A,Chemical Engineering,B.E,7.35,4,Linde
2011A0411A,Civil Engineering,B.E,9.64,4,The Walsh Group
2011H0416H,Computer Science and Information Systems,M.E,5.68,4,Unplaced
2011H0421H,Chemical Engineering,M.E,7.06,4,ADM (Archer Daniels Midland)
2011A0422A,Civil Engineering,B.E,7.96,4,Parsons Corporation
2011S0423S,Computer Science and Information Systems,M.Sc,5.07,4,Unplaced
2011H0429H,Electrical and Electronics Engineering,M.E,7.66,4,STMicroelectronics
2011D0441D,Mathematics,Ph.D,5.16,4,Cisco
2011H0450H,Mathematics,M.E,5.57,4,Dell
2011A0453A,Economics and Finanace,B.E,9.49,4,Unplaced
2011H0458H,Civil Engineering,M.E,9.46,4,COWI
2011H0465H,Humanities and Social Sciences,M.E,6.73,4,Infosys BPM
2011A0468A,Mathematics,B.E,8.22,4,Dell
2011A0470A,Humanities and Social Sciences,B.E,7.97,4,Tata Steel
2011A0479A,Economics and Finanace,B.E,7.87,4,McKinsey & Company
2011A0482A,Economics and Finanace,B.E,5.74,4,Fidelity International
2011H0484H,Chemical Engineering,M.E,9.6,4,Wood Group
2011H0485H,Humanities and Social Sciences,M.E,8.84,4,Infosys BPM
2011D0487D,Pharmacy,Ph.D,8.53,4,Wockhardt
2011A0489A,Mechanical Engineering,B.E,8.64,4,FORVIA
2011A0490A,Economics and Finanace,B.E,8.45,4,Thomson Reuters
2011D0496D,Civil Engineering,Ph.D,5.11,4,COWI
2011D0498D,Mathematics,Ph.D,6.97,4,AMD
2011H0503H,Economics and Finanace,M.E,6.76,4,Thomson Reuters
2011D0504D,Mathematics,Ph.D,5.44,4,MathWorks
2011A0505A,Physics,B.E,9.96,4,Unplaced
2011H0506H,Computer Science and Information Systems,M.E,5.82,4,Texas Instruments
2011P0510P,Chemical Engineering,B.Pharm,9.67,4,ADM (Archer Daniels Midland)
2011A0512A,Electrical and Electronics Engineering,B.E,5.87,4,Altera
2011A0514A,Civil Engineering,B.E,5.93,4,Unplaced
2011A0517A,Humanities and Social Sciences,B.E,7.8,4,Infosys
2011A0519A,Chemisty,B.E,6.31,4,Unplaced
2011A0524A,Mechanical Engineering,B.E,8.73,4,ExxonMobil
