Student ID,Course,Degree,CGPA,Year,Placement
2022S0003S,Mathematics,M.Sc,6.87,4,Dell
2022A0004A,Pharmacy,B.E,5.85,4,Alembic Pharmaceuticals
2022S0005S,Chemisty,M.Sc,7.42,4,FRESENIUS
2022S0009S,Pharmacy,M.Sc,5.98,4,ADITYA BIRLA
2022H0018H,Civil Engineering,M.E,8.45,4,AMARARALA
2022A0023A,Civil Engineering,B.E,6.14,4,Gammon Construction
2022D0026D,Civil Engineering,Ph.D,7.39,4,"Daelim Industrial Co., Ltd."
2022A0028A,Mathematics,B.E,7.95,4,Piramal
2022H0029H,Computer Science and Information Systems,M.E,7.85,4,Tenstorrent
2022A0030A,Chemical Engineering,B.E,8.6,4,Occidental Petroleum Corporation (OxyChem)
2022D0031D,Pharmacy,Ph.D,5.97,4,Unplaced
2022D0032D,Biological Sciences,Ph.D,6.26,4,Aurobindo Pharma
2022A0038A,Humanities and Social Sciences,B.E,5.03,4,Accenture
2022A0044A,Economics and Finanace,B.E,8.83,4,Barclays
2022H0047H,Chemisty,M.E,5.96,4,Honeywell UOP
2022P0049P,Economics and Finanace,B.Pharm,9.78,4,American Express
2022H0050H,Pharmacy,M.E,7.98,4,Dr. Reddys Laboratories
2022A0055A,Humanities and Social Sciences,B.E,6.54,4,Amazon
2022H0056H,Electrical and Electronics Engineering,M.E,5.03,4,SynOPSYS
2022H0058H,Pharmacy,M.E,9.03,4,КАВІ
2022P0062P,Economics and Finanace,B.Pharm,7.14,4,JP Morgan
2022D0064D,Civil Engineering,Ph.D,8.09,4,Acciona
2022S0066S,Chemisty,M.Sc,6.63,4,Linde
2022A0068A,Pharmacy,B.E,6.95,4,Zydus
2022A0069A,Civil Engineering,B.E,6.4,4,Gammon Construction
2022A0071A,Computer Science and Information Systems,B.E,7.69,4,MathWorks
2022H0073H,Physics,M.E,5.37,4,NXP Semiconductors
2022D0080D,Economics and Finanace,Ph.D,9.53,4,Goldman Sachs
2022P0081P,Civil Engineering,B.Pharm,5.92,4,Force
2022S0085S,Chemisty,M.Sc,5.6,4,Unplaced
2022A0086A,Electrical and Electronics Engineering,B.E,6.98,4,Fujitsu
2022A0088A,Mathematics,B.E,6.87,4,Teradata
2022A0095A,Chemical Engineering,B.E,8.84,4,Solvay
2022H0098H,Pharmacy,M.E,7.88,4,Unplaced
2022A0099A,Mathematics,B.E,8.91,4,IBM
2022A0101A,Biological Sciences,B.E,8.12,4,Biocon
2022S0115S,Economics and Finanace,M.Sc,5.14,4,McKinsey & Company
2022A0116A,Chemical Engineering,B.E,9.17,4,Unplaced
2022A0118A,Electrical and Electronics Engineering,B.E,5.25,4,Unplaced
2022A0119A,Electrical and Electronics Engineering,B.E,5.99,4,Unplaced
2022H0124H,Physics,M.E,9.98,4,SynOPSYS
2022A0127A,Mathematics,B.E,5.56,4,Intel
2022A0128A,Biological Sciences,B.E,5.04,4,Dr. Reddys Laboratories
2022H0133H,Pharmacy,M.E,8.22,4,ADITYA BIRLA
2022H0138H,Mathematics,M.E,5.78,4,AMD
2022A0148A,Biological Sciences,B.E,6.66,4,Divis Laboratories
2022A0150A,Electrical and Electronics Engineering,B.E,5.23,4,Altera
2022H0154H,Chemical Engineering,M.E,9.84,4,BASF
2022A0155A,Electrical and Electronics Engineering,B.E,9.28,4,Fujitsu
2022A0163A,Physics,B.E,5.47,4,Dolcera
2022A0170A,Physics,B.E,9.53,4,Unplaced
2022S0174S,Biological Sciences,M.Sc,7.86,4,DataZymes
2022A0175A,Economics and Finanace,B.E,5.94,4,CRISIL
2022A0176A,Humanities and Social Sciences,B.E,9.96,4,Aditya Birla Group
2022A0177A,Mechanical Engineering,B.E,6.31,4,ExxonMobil
2022D0180D,Computer Science and Information Systems,Ph.D,6.7,4,Google
2022A0183A,Chemical Engineering,B.E,8.91,4,GSK
2022H0185H,Chemical Engineering,M.E,6.14,4,BASF
2022S0197S,Physics,M.Sc,5.76,4,Unplaced
2022H0198H,Civil Engineering,M.E,6.39,4,Unplaced
2022A0199A,Computer Science and Information Systems,B.E,6.95,4,Tenstorrent
2022H0217H,Mathematics,M.E,8.71,4,Cisco
2022H0221H,Chemical Engineering,M.E,8.13,4,Unplaced
2022H0222H,Mechanical Engineering,M.E,5.84,4,Faurecia
2022S0225S,Civil Engineering,M.Sc,9.35,4,Unplaced
2022A0226A,Physics,B.E,9.82,4,Dolcera
2022H0229H,Pharmacy,M.E,7.54,4,kmk
2022S0231S,Chemical Engineering,M.Sc,5.06,4,Unplaced
2022P0234P,Chemical Engineering,B.Pharm,9.99,4,Praxair
2022A0235A,Mathematics,B.E,8.03,4,BLEND360
2022S0236S,Mechanical Engineering,M.Sc,7.59,4,Mercedes Benz
2022S0239S,Economics and Finanace,M.Sc,7.9,4,Morningstar
2022A0241A,Economics and Finanace,B.E,8.24,4,S&P Global
2022A0243A,Electrical and Electronics Engineering,B.E,9.07,4,CISCO
2022A0246A,Chemical Engineering,B.E,6.46,4,3M
2022A0257A,Physics,B.E,5.45,4,Tenstorrent
2022A0259A,Electrical and Electronics Engineering,B.E,6.01,4,Intel
2022A0260A,Economics and Finanace,B.E,6.69,4,American Express
2022A0264A,Mathematics,B.E,7.69,4,Intel
2022H0266H,Chemical Engineering,M.E,5.45,4,Unplaced
2022S0271S,Economics and Finanace,M.Sc,10.0,4,Standard Chartered
2022A0275A,Civil Engineering,B.E,9.38,4,Unplaced
2022A0278A,Mechanical Engineering,B.E,7.42,4,Faurecia
2022P0280P,Electrical and Electronics Engineering,B.Pharm,5.93,4,Honeywell
2022P0281P,Pharmacy,B.Pharm,7.88,4,Cipla
2022P0287P,Mechanical Engineering,B.Pharm,5.64,4,Mercedes Benz
2022P0291P,Humanities and Social Sciences,B.Pharm,8.09,4,Unplaced
2022A0297A,Physics,B.E,7.99,4,MEDIATEK
2022A0299A,Electrical and Electronics Engineering,B.E,6.08,4,Unplaced
2022D0301D,Economics and Finanace,Ph.D,6.16,4,Barclays
2022S0305S,Chemical Engineering,M.Sc,8.07,4,Monsanto
2022A0308A,Chemisty,B.E,5.15,4,Honeywell UOP
2022A0310A,Chemical Engineering,B.E,9.73,4,GSK
2022P0311P,Electrical and Electronics Engineering,B.Pharm,6.91,4,STMicroelectronics
2022A0330A,Mathematics,B.E,5.74,4,Intel
2022A0335A,Mechanical Engineering,B.E,9.6,4,Ford Motor Company
2022A0336A,Pharmacy,B.E,7.74,4,Zydus Cadila
2022S0339S,Civil Engineering,M.Sc,9.8,4,RAMBOLL
2022H0341H,Economics and Finanace,M.E,5.29,4,Standard Chartered
2022S0344S,Mathematics,M.Sc,7.81,4,Cisco
2022P0347P,Computer Science and Information Systems,B.Pharm,9.72,4,Infineon
2022H0350H,Economics and Finanace,M.E,7.81,4,Thomson Reuters
2022A0368A,Economics and Finanace,B.E,9.59,4,Moodys Investors Service
2022H0370H,Mechanical Engineering,M.E,8.34,4,Faurecia
2022A0373A,Electrical and Electronics Engineering,B.E,8.45,4,IBM
2022S0382S,Pharmacy,M.Sc,8.58,4,Unplaced
2022A0386A,Chemical Engineering,B.E,7.77,4,Johnson Matthey
2022H0389H,Civil Engineering,M.E,5.19,4,Kiewit Corporation
2022H0392H,Humanities and Social Sciences,M.E,8.69,4,American Express
2022S0398S,Pharmacy,M.Sc,5.28,4,Unplaced
2022A0401A,Economics and Finanace,B.E,8.29,4,Unplaced
2022S0409S,Pharmacy,M.Sc,6.17,4,Biocon
2022H0410H,Biological Sciences,M.E,7.81,4,Wockhardt
2022S0413S,Biological Sciences,M.Sc,8.24,4,Unplaced
2022A0415A,Pharmacy,B.E,8.08,4,freyr
2022A0416A,Physics,B.E,6.19,4,NXP Semiconductors
2022S0417S,Mechanical Engineering,M.Sc,6.25,4,Faurecia
2022P0422P,Economics and Finanace,B.Pharm,8.7,4,Barclays
2022H0423H,Computer Science and Information Systems,M.E,5.72,4,Intel
