Student ID,Course,Degree,CGPA,Year,Placement
2023P0007P,Chemisty,B.Pharm,7.7,4,КАВІ
2023D0008D,Civil Engineering,Ph.D,6.39,4,WSP Global
2023H0009H,Computer Science and Information Systems,M.E,6.95,4,PayU
2023H0027H,Mathematics,M.E,8.71,4,Unplaced
2023A0031A,Chemical Engineering,B.E,8.13,4,Evonik Industries
2023A0032A,Mechanical Engineering,B.E,5.84,4,Wabtec
2023A0035A,Civil Engineering,B.E,9.35,4,AECOM
2023H0036H,Physics,M.E,9.82,4,Micron
2023A0039A,Pharmacy,B.E,7.54,4,Unplaced
2023P0041P,Chemical Engineering,B.Pharm,5.06,4,Unplaced
2023S0044S,Chemical Engineering,M.Sc,9.99,4,Occidental Petroleum Corporation (OxyChem)
2023H0045H,Mathematics,M.E,8.03,4,Google
2023D0046D,Mechanical Engineering,Ph.D,7.59,4,Rolls-Royce
2023A0049A,Economics and Finanace,B.E,7.9,4,EY (Ernst & Young)
2023S0051S,Economics and Finanace,M.Sc,8.24,4,Unplaced
2023H0053H,Electrical and Electronics Engineering,M.E,9.07,4,onsemi
2023P0056P,Chemical Engineering,B.Pharm,6.46,4,Solvay
2023A0067A,Physics,B.E,5.45,4,STMicroelectronics
2023H0069H,Electrical and Electronics Engineering,M.E,6.01,4,Cypress Semiconductor
2023A0070A,Economics and Finanace,B.E,6.69,4,Unplaced
2023A0074A,Mathematics,B.E,7.69,4,Google
2023A0076A,Chemical Engineering,B.E,5.45,4,GSK
2023A0081A,Economics and Finanace,B.E,10.0,4,KPMG
2023H0085H,Civil Engineering,M.E,9.38,4,WSP Global
2023A0088A,Mechanical Engineering,B.E,7.42,4,Boeing
2023P0090P,Electrical and Electronics Engineering,B.Pharm,5.93,4,AMDET
2023H0091H,Pharmacy,M.E,7.88,4,Torrent Pharmaceuticals
2023P0102P,Humanities and Social Sciences,B.Pharm,8.09,4,Unplaced
2023S0108S,Physics,M.Sc,5.14,4,A Lam
2023A0110A,Electrical and Electronics Engineering,B.E,6.08,4,Unplaced
2023A0112A,Economics and Finanace,B.E,6.16,4,Bain & Company
2023H0116H,Chemical Engineering,M.E,8.07,4,Wood Group
2023A0119A,Chemisty,B.E,5.15,4,Unplaced
2023A0121A,Chemical Engineering,B.E,9.73,4,Mitsubishi Chemical Corporation
2023D0122D,Electrical and Electronics Engineering,Ph.D,6.91,4,SynOPSYS
2023P0141P,Chemisty,B.Pharm,9.07,4,FRESENIUS
