Student ID,Course,Degree,CGPA,Year,Placement
2015A0005A,Mathematics,B.E,8.12,4,Cisco
2015H0006H,Physics,M.E,6.73,4,Unplaced
2015H0008H,Biological Sciences,M.E,7.69,4,AstraZeneca
2015A0026A,Physics,B.E,7.13,4,A Lam
2015A0027A,Chemical Engineering,B.E,5.46,4,Unplaced
2015A0028A,Chemisty,B.E,7.38,4,Procter & Gamble
2015H0029H,Chemical Engineering,M.E,6.85,4,Merck
2015D0030D,Mechanical Engineering,Ph.D,7.79,4,Johnson Controls
2015P0031P,Computer Science and Information Systems,B.Pharm,7.92,4,Commvault
2015H0032H,Humanities and Social Sciences,M.E,8.45,4,Bain & Company
2015P0034P,Chemisty,B.Pharm,7.53,4,Dow
2015A0036A,Physics,B.E,6.06,4,Texas Instruments
2015A0038A,Chemical Engineering,B.E,8.01,4,Monsanto
2015A0043A,Chemisty,B.E,5.71,4,freyr
2015A0045A,Computer Science and Information Systems,B.E,6.08,4,Micron
2015A0047A,Chemical Engineering,B.E,9.35,4,PPG Industries
2015P0048P,Humanities and Social Sciences,B.Pharm,7.87,4,ICICI Bank
2015A0049A,Economics and Finanace,B.E,8.91,4,Citi
2015A0051A,Chemisty,B.E,7.52,4,Eastman Chemical Company
2015A0053A,Physics,B.E,6.63,4,STMicroelectronics
2015A0054A,Electrical and Electronics Engineering,B.E,6.16,4,Microsemi
2015H0055H,Economics and Finanace,M.E,7.7,4,MSCI
2015A0060A,Mechanical Engineering,B.E,7.61,4,Procter & Gamble
2015H0064H,Civil Engineering,M.E,9.15,4,The Walsh Group
2015A0066A,Electrical and Electronics Engineering,B.E,7.94,4,onsemi
2015A0072A,Chemisty,B.E,6.53,4,Shell
2015A0079A,Humanities and Social Sciences,B.E,7.54,4,Infosys BPM
2015A0085A,Computer Science and Information Systems,B.E,7.84,4,Secureworks
2015A0088A,Civil Engineering,B.E,7.69,4,"Skidmore, Owings & Merrill (SOM)"
2015A0092A,Biological Sciences,B.E,9.67,4,Unplaced
2015S0093S,Computer Science and Information Systems,M.Sc,7.99,4,BLEND360
2015A0105A,Pharmacy,B.E,9.61,4,AstraZeneca
2015S0107S,Electrical and Electronics Engineering,M.Sc,7.78,4,IBM
2015A0109A,Mathematics,B.E,5.15,4,Intel
2015H0110H,Pharmacy,M.E,5.62,4,Zydus
2015H0117H,Physics,M.E,6.11,4,Unplaced
2015A0118A,Economics and Finanace,B.E,5.18,4,S&P Global
2015A0120A,Biological Sciences,B.E,5.98,4,Sun Pharmaceutical Industries
2015H0121H,Chemical Engineering,M.E,9.35,4,Lanxess
2015A0128A,Pharmacy,B.E,7.8,4,Biocon
2015H0130H,Economics and Finanace,M.E,7.16,4,BNP Paribas
2015P0131P,Computer Science and Information Systems,B.Pharm,5.61,4,Mashreq
2015A0137A,Physics,B.E,6.13,4,IBM
2015A0143A,Computer Science and Information Systems,B.E,6.24,4,VMware
2015S0146S,Chemical Engineering,M.Sc,8.88,4,Lanxess
2015A0150A,Chemisty,B.E,5.31,4,ExxonMobil
2015A0151A,Biological Sciences,B.E,6.51,4,КАВІ
2015A0153A,Mathematics,B.E,5.26,4,Cisco
2015A0154A,Electrical and Electronics Engineering,B.E,5.48,4,onsemi
2015H0156H,Humanities and Social Sciences,M.E,6.92,4,McKinsey & Company
2015A0163A,Economics and Finanace,B.E,7.11,4,Unplaced
2015A0165A,Biological Sciences,B.E,5.64,4,Granules India
2015A0174A,Economics and Finanace,B.E,5.95,4,HSBC
2015A0175A,Physics,B.E,8.46,4,SILICON LABS
2015S0183S,Physics,M.Sc,6.88,4,Unplaced
2015A0197A,Pharmacy,B.E,5.86,4,Glenmark Pharmaceuticals
2015A0205A,Chemisty,B.E,9.26,4,ExxonMobil
2015S0206S,Civil Engineering,M.Sc,8.64,4,ATKINS
2015A0210A,Economics and Finanace,B.E,8.56,4,Unplaced
2015P0211P,Humanities and Social Sciences,B.Pharm,7.37,4,ITC Limited
2015A0214A,Humanities and Social Sciences,B.E,9.32,4,Infosys BPM
2015H0215H,Civil Engineering,M.E,6.53,4,Unplaced
2015A0219A,Civil Engineering,B.E,7.92,4,Unplaced
2015A0220A,Mathematics,B.E,8.11,4,Microsoft
2015A0221A,Humanities and Social Sciences,B.E,7.34,4,KPMG
2015A0235A,Economics and Finanace,B.E,8.92,4,Unplaced
2015H0239H,Humanities and Social Sciences,M.E,6.17,4,ICICI Bank
