Student ID,Course,Degree,CGPA,Year,Placement
2012A0011A,Electrical and Electronics Engineering,B.E,6.96,4,Altera
2012A0015A,Physics,B.E,7.34,4,NXP Semiconductors
2012A0016A,Computer Science and Information Systems,B.E,8.42,4,AMD
2012H0026H,Computer Science and Information Systems,M.E,7.66,4,Teradata
2012S0028S,Mathematics,M.Sc,5.8,4,Flipkart
2012A0030A,Physics,B.E,7.95,4,SILICON LABS
2012H0033H,Physics,M.E,9.65,4,CISCO
2012H0034H,Chemical Engineering,M.E,7.96,4,Lanxess
2012P0035P,Economics and Finanace,B.Pharm,7.78,4,Goldman Sachs
2012S0036S,Chemisty,M.Sc,6.54,4,DataZymes
2012A0037A,Chemical Engineering,B.E,7.99,4,DuPont
2012D0041D,Chemisty,Ph.D,8.3,4,DataZymes
2012A0042A,Mathematics,B.E,6.46,4,Pharmo Solutions
2012H0046H,Chemical Engineering,M.E,7.91,4,Unplaced
2012H0051H,Civil Engineering,M.E,7.16,4,Thornton Tomasetti
2012A0052A,Pharmacy,B.E,6.59,4,Unplaced
2012H0058H,Chemisty,M.E,8.61,4,ExxonMobil
2012H0060H,Chemical Engineering,M.E,5.69,4,Shell
2012A0061A,Humanities and Social Sciences,B.E,9.47,4,Infosys
2012A0062A,Mechanical Engineering,B.E,5.9,4,ANAND
2012A0063A,Mathematics,B.E,9.1,4,IBM
2012A0064A,Economics and Finanace,B.E,6.13,4,Genpact
2012A0065A,Mechanical Engineering,B.E,5.04,4,ANAND
2012A0068A,Biological Sciences,B.E,9.89,4,Ipca Laboratories
2012H0069H,Physics,M.E,6.84,4,Unplaced
2012A0075A,Mathematics,B.E,8.89,4,Qualcomm
2012A0076A,Humanities and Social Sciences,B.E,7.56,4,Genpact
2012H0077H,Mechanical Engineering,M.E,8.67,4,3SC
2012P0088P,Mechanical Engineering,B.Pharm,8.69,4,Siemens
2012A0093A,Humanities and Social Sciences,B.E,8.76,4,Wipro
2012A0094A,Electrical and Electronics Engineering,B.E,6.19,4,Hitachi
2012D0098D,Biological Sciences,Ph.D,5.84,4,Aragen
2012H0100H,Electrical and Electronics Engineering,M.E,8.42,4,Unplaced
2012A0101A,Humanities and Social Sciences,B.E,6.31,4,ICICI Bank
2012P0102P,Biological Sciences,B.Pharm,6.44,4,Unplaced
2012A0107A,Computer Science and Information Systems,B.E,8.27,4,Wabtec
2012D0113D,Mathematics,Ph.D,5.52,4,BLEND360
2012A0125A,Computer Science and Information Systems,B.E,8.89,4,Intel
2012A0128A,Chemisty,B.E,7.2,4,Cipla
2012A0132A,Mechanical Engineering,B.E,8.22,4,Unplaced
2012A0135A,Humanities and Social Sciences,B.E,5.09,4,Accenture
2012A0138A,Chemisty,B.E,8.5,4,DataZymes
2012A0139A,Mechanical Engineering,B.E,5.02,4,ARUP
2012P0141P,Civil Engineering,B.Pharm,5.02,4,TATA
2012A0143A,Economics and Finanace,B.E,8.41,4,McKinsey & Company
2012S0150S,Pharmacy,M.Sc,8.44,4,Unplaced
2012A0151A,Chemical Engineering,B.E,9.43,4,LyondellBasell
2012P0155P,Humanities and Social Sciences,B.Pharm,7.67,4,Reliance Industries
2012P0158P,Electrical and Electronics Engineering,B.Pharm,5.59,4,Unplaced
2012A0161A,Biological Sciences,B.E,8.68,4,Pfizer
2012H0168H,Chemical Engineering,M.E,9.02,4,Unplaced
2012P0169P,Economics and Finanace,B.Pharm,9.06,4,Genpact
2012A0181A,Electrical and Electronics Engineering,B.E,8.47,4,Unplaced
2012P0183P,Pharmacy,B.Pharm,6.35,4,Unplaced
2012S0193S,Chemisty,M.Sc,8.43,4,Biocon Biologics
2012H0197H,Mechanical Engineering,M.E,9.03,4,Unplaced
2012A0204A,Civil Engineering,B.E,5.49,4,"Skidmore, Owings & Merrill (SOM)"
2012A0206A,Chemical Engineering,B.E,7.35,4,Chevron
2012H0208H,Civil Engineering,M.E,9.64,4,AMARARALA
2012D0213D,Computer Science and Information Systems,Ph.D,5.68,4,Unplaced
2012A0218A,Chemical Engineering,B.E,7.06,4,AkzoNobel
2012A0219A,Civil Engineering,B.E,7.96,4,Thornton Tomasetti
2012A0220A,Computer Science and Information Systems,B.E,5.07,4,IBM
2012A0226A,Electrical and Electronics Engineering,B.E,7.66,4,MEDIATEK
2012H0227H,Physics,M.E,9.11,4,MathWorks
2012H0238H,Mathematics,M.E,5.16,4,Unplaced
2012S0247S,Mathematics,M.Sc,5.57,4,Trilogy
2012D0250D,Economics and Finanace,Ph.D,9.49,4,EY (Ernst & Young)
2012A0255A,Civil Engineering,B.E,9.46,4,Greenko Jacobs
2012S0262S,Humanities and Social Sciences,M.Sc,6.73,4,Google
2012A0265A,Mathematics,B.E,8.22,4,BLEND360
2012A0267A,Humanities and Social Sciences,B.E,7.97,4,Amazon
2012H0276H,Economics and Finanace,M.E,7.87,4,Unplaced
2012A0279A,Economics and Finanace,B.E,5.74,4,Unplaced
2012H0281H,Chemical Engineering,M.E,9.6,4,Covestro
2012S0282S,Humanities and Social Sciences,M.Sc,8.84,4,Infosys
2012H0284H,Pharmacy,M.E,8.53,4,Zydus
2012A0286A,Mechanical Engineering,B.E,8.64,4,Cummins Inc.
2012A0287A,Economics and Finanace,B.E,8.45,4,Unplaced
2012P0293P,Civil Engineering,B.Pharm,5.11,4,The Walsh Group
2012H0295H,Mathematics,M.E,6.97,4,Google
2012H0300H,Economics and Finanace,M.E,6.76,4,JP Morgan
2012A0301A,Mathematics,B.E,5.44,4,Dell
2012S0302S,Physics,M.Sc,9.96,4,MathWorks
2012A0303A,Computer Science and Information Systems,B.E,5.82,4,Cisco
