Student ID,Course,Degree,CGPA,Year,Placement
2020A0002A,Economics and Finanace,B.E,7.31,4,Nomura
2020H0008H,Biological Sciences,M.E,9.43,4,Abbott Laboratories
2020A0009A,Chemisty,B.E,8.13,4,Procter & Gamble
2020A0010A,Chemisty,B.E,8.74,4,Shell
2020A0017A,Mathematics,B.E,8.02,4,MathWorks
2020H0020H,Chemisty,M.E,7.62,4,Dow
2020A0025A,Chemical Engineering,B.E,5.31,4,Unplaced
2020S0029S,Computer Science and Information Systems,M.Sc,6.42,4,Pharmo Solutions
2020A0036A,Mathematics,B.E,7.94,4,Trilogy
2020A0038A,Physics,B.E,9.36,4,IBM
2020H0043H,Chemisty,M.E,7.56,4,Unplaced
2020S0046S,Civil Engineering,M.Sc,7.8,4,Parsons Corporation
2020S0051S,Physics,M.Sc,5.71,4,SEDEMAC
2020P0053P,Pharmacy,B.Pharm,5.6,4,Novartis
2020H0062H,Biological Sciences,M.E,8.24,4,Aurobindo Pharma
2020A0065A,Physics,B.E,9.64,4,MathWorks
2020A0075A,Mathematics,B.E,5.07,4,Pharmo Solutions
2020A0097A,Computer Science and Information Systems,B.E,6.3,4,Unplaced
2020A0099A,Mechanical Engineering,B.E,6.82,4,Unplaced
2020P0101P,Biological Sciences,B.Pharm,9.75,4,Lupin Limited
2020S0111S,Biological Sciences,M.Sc,5.79,4,Strand
2020S0115S,Biological Sciences,M.Sc,7.2,4,Alembic Pharmaceuticals
2020A0116A,Mechanical Engineering,B.E,7.88,4,Siemens
2020H0135H,Chemical Engineering,M.E,7.35,4,Novozymes
2020D0136D,Physics,Ph.D,6.06,4,Unplaced
2020A0137A,Pharmacy,B.E,6.88,4,Cipla
2020H0141H,Pharmacy,M.E,8.65,4,Strand
2020A0146A,Mathematics,B.E,9.12,4,Qualcomm
2020S0150S,Electrical and Electronics Engineering,M.Sc,8.27,4,CISCO
2020P0151P,Chemisty,B.Pharm,6.42,4,Unplaced
2020A0153A,Computer Science and Information Systems,B.E,9.79,4,Unplaced
2020A0156A,Pharmacy,B.E,8.66,4,Ipca Laboratories
2020P0158P,Mechanical Engineering,B.Pharm,7.53,4,Honda
2020P0159P,Biological Sciences,B.Pharm,7.43,4,PEISION MEDICINE SOLUTIONS
2020S0162S,Mechanical Engineering,M.Sc,9.04,4,DOVER
2020A0163A,Mathematics,B.E,6.86,4,Microsoft
2020P0165P,Chemical Engineering,B.Pharm,8.93,4,SABIC
2020A0168A,Civil Engineering,B.E,7.57,4,"Skidmore, Owings & Merrill (SOM)"
2020A0170A,Biological Sciences,B.E,5.61,4,Granules India
2020D0179D,Chemisty,Ph.D,8.63,4,FRESENIUS
2020A0182A,Physics,B.E,9.1,4,AMDET
2020H0193H,Mechanical Engineering,M.E,7.36,4,Wabtec
2020A0198A,Electrical and Electronics Engineering,B.E,6.04,4,Infineon
2020P0203P,Mechanical Engineering,B.Pharm,6.44,4,Unplaced
2020A0207A,Humanities and Social Sciences,B.E,5.76,4,Boston Consulting Group (BCG)
2020A0209A,Pharmacy,B.E,6.95,4,Elucidata
2020P0216P,Mechanical Engineering,B.Pharm,6.76,4,Unplaced
2020S0218S,Computer Science and Information Systems,M.Sc,7.78,4,CONCR
2020A0223A,Chemisty,B.E,8.83,4,Elucidata
2020S0228S,Mathematics,M.Sc,7.68,4,Pharmo Solutions
2020A0229A,Civil Engineering,B.E,9.3,4,Gammon Construction
2020P0230P,Humanities and Social Sciences,B.Pharm,6.43,4,Tata Consultancy Services (TCS)
2020A0234A,Electrical and Electronics Engineering,B.E,7.9,4,Unplaced
2020A0237A,Mechanical Engineering,B.E,7.85,4,Lime
2020P0239P,Chemisty,B.Pharm,7.85,4,КАВІ
2020A0241A,Biological Sciences,B.E,8.71,4,Divis Laboratories
2020D0246D,Biological Sciences,Ph.D,6.04,4,DataZymes
2020D0247D,Humanities and Social Sciences,Ph.D,6.23,4,ITC Limited
2020P0248P,Civil Engineering,B.Pharm,8.98,4,Thornton Tomasetti
2020H0251H,Biological Sciences,M.E,8.74,4,Cipla
2020A0252A,Mathematics,B.E,9.98,4,Piramal
2020A0257A,Economics and Finanace,B.E,7.0,4,Standard Chartered
2020A0260A,Physics,B.E,5.84,4,Texas Instruments
2020P0264P,Humanities and Social Sciences,B.Pharm,9.5,4,Accenture
2020A0272A,Mechanical Engineering,B.E,8.17,4,Mercedes Benz
2020A0275A,Chemisty,B.E,8.04,4,FRESENIUS
2020S0279S,Physics,M.Sc,7.54,4,proteanTecs
2020S0282S,Mathematics,M.Sc,6.87,4,Qualcomm
2020P0283P,Pharmacy,B.Pharm,5.85,4,Unplaced
2020A0284A,Chemisty,B.E,7.42,4,FRESENIUS
2020S0288S,Pharmacy,M.Sc,5.98,4,Unplaced
2020A0297A,Civil Engineering,B.E,8.45,4,ARUP
2020P0302P,Civil Engineering,B.Pharm,6.14,4,The Walsh Group
2020H0305H,Civil Engineering,M.E,7.39,4,Parsons Corporation
2020A0307A,Mathematics,B.E,7.95,4,Unplaced
2020A0308A,Computer Science and Information Systems,B.E,7.85,4,Flipkart
2020H0309H,Chemical Engineering,M.E,8.6,4,Wood Group
2020H0310H,Pharmacy,M.E,5.97,4,Unplaced
2020A0311A,Biological Sciences,B.E,6.26,4,Unplaced
2020S0317S,Humanities and Social Sciences,M.Sc,5.03,4,Procter & Gamble
2020A0323A,Economics and Finanace,B.E,8.83,4,Unplaced
2020A0326A,Chemisty,B.E,5.96,4,Cipla
2020A0328A,Economics and Finanace,B.E,9.78,4,Unplaced
2020A0329A,Pharmacy,B.E,7.98,4,Unplaced
2020A0334A,Humanities and Social Sciences,B.E,6.54,4,Flipkart
2020S0335S,Electrical and Electronics Engineering,M.Sc,5.03,4,ON Semiconductor
2020A0337A,Pharmacy,B.E,9.03,4,Biocon
2020P0341P,Economics and Finanace,B.Pharm,7.14,4,Genpact
2020H0343H,Civil Engineering,M.E,8.09,4,TATA
2020H0345H,Chemisty,M.E,6.63,4,DuPont
2020P0347P,Pharmacy,B.Pharm,6.95,4,Natco Pharma
2020A0348A,Civil Engineering,B.E,6.4,4,ATKINS
2020H0350H,Computer Science and Information Systems,M.E,7.69,4,Unplaced
2020D0352D,Physics,Ph.D,5.37,4,Unplaced
2020D0359D,Economics and Finanace,Ph.D,9.53,4,Citi
2020A0361A,Economics and Finanace,B.E,7.34,4,Genpact
2020A0364A,Chemisty,B.E,5.6,4,Linde
2020S0365S,Electrical and Electronics Engineering,M.Sc,6.98,4,STMicroelectronics
2020A0367A,Mathematics,B.E,6.87,4,Unplaced
2020A0374A,Chemical Engineering,B.E,8.84,4,Bayer
2020A0377A,Pharmacy,B.E,7.88,4,Zydus Cadila
2020H0378H,Mathematics,M.E,8.91,4,Unplaced
2020A0380A,Biological Sciences,B.E,8.12,4,Unplaced
2020A0394A,Economics and Finanace,B.E,5.14,4,Unplaced
2020A0395A,Chemical Engineering,B.E,9.17,4,Chevron
2020H0397H,Electrical and Electronics Engineering,M.E,5.25,4,MICROCHIP
2020P0398P,Electrical and Electronics Engineering,B.Pharm,5.99,4,Texas Instruments
2020A0406A,Humanities and Social Sciences,B.E,5.08,4,Capgemini
2020S0411S,Pharmacy,M.Sc,8.22,4,Zydus
2020A0416A,Mathematics,B.E,5.78,4,Mediatek
2020S0426S,Biological Sciences,M.Sc,6.66,4,Biocon
2020H0428H,Electrical and Electronics Engineering,M.E,5.23,4,AMDET
2020A0432A,Chemical Engineering,B.E,9.84,4,Occidental Petroleum Corporation (OxyChem)
2020A0433A,Electrical and Electronics Engineering,B.E,9.28,4,Toshiba
2020H0441H,Physics,M.E,5.47,4,AMDET
2020H0448H,Physics,M.E,9.53,4,IBM
2020A0452A,Biological Sciences,B.E,7.86,4,Alkem Laboratories
2020A0453A,Economics and Finanace,B.E,5.94,4,FactSet
2020H0454H,Humanities and Social Sciences,M.E,9.96,4,Microsoft
2020H0455H,Mechanical Engineering,M.E,6.31,4,Cummins Inc.
2020A0458A,Computer Science and Information Systems,B.E,6.7,4,PEGA
2020D0461D,Chemical Engineering,Ph.D,8.91,4,Lanxess
2020A0463A,Chemical Engineering,B.E,6.14,4,Merck
2020S0476S,Physics,M.Sc,5.76,4,NXP Semiconductors
2020A0477A,Civil Engineering,B.E,6.39,4,Kiewit Corporation
2020H0478H,Computer Science and Information Systems,M.E,6.95,4,Western Digital
2020S0496S,Mathematics,M.Sc,8.71,4,Unplaced
2020A0500A,Chemical Engineering,B.E,8.13,4,Bayer
2020A0501A,Mechanical Engineering,B.E,5.84,4,Johnson Controls
2020D0504D,Civil Engineering,Ph.D,9.35,4,AECOM
2020A0505A,Physics,B.E,9.82,4,Texas Instruments
2020A0508A,Pharmacy,B.E,7.54,4,Unplaced
2020P0510P,Chemical Engineering,B.Pharm,5.06,4,BASF
2020A0513A,Chemical Engineering,B.E,9.99,4,Syngenta
2020A0514A,Mathematics,B.E,8.03,4,AMD
2020A0515A,Mechanical Engineering,B.E,7.59,4,JK Fenner
2020S0518S,Economics and Finanace,M.Sc,7.9,4,Bain & Company
2020H0520H,Economics and Finanace,M.E,8.24,4,Fidelity International
2020A0522A,Electrical and Electronics Engineering,B.E,9.07,4,Texas Instruments
2020A0525A,Chemical Engineering,B.E,6.46,4,Johnson Matthey
