Student ID,Course,Degree,CGPA,Year,Placement
2018A0005A,Computer Science and Information Systems,B.E,6.8,4,Infineon
2018A0006A,Biological Sciences,B.E,9.45,4,Torrent Pharmaceuticals
2018H0008H,Chemisty,M.E,7.83,4,Dow
2018A0016A,Humanities and Social Sciences,B.E,9.89,4,Microsoft
2018D0021D,Economics and Finanace,Ph.D,5.42,4,Wells Fargo
2018H0026H,Electrical and Electronics Engineering,M.E,5.79,4,Intel
2018A0027A,Chemical Engineering,B.E,6.12,4,Evonik Industries
2018A0028A,Pharmacy,B.E,5.47,4,ADITYA BIRLA
2018P0029P,Humanities and Social Sciences,B.Pharm,8.21,4,Unplaced
2018A0033A,Economics and Finanace,B.E,9.98,4,Nomura
2018S0034S,Civil Engineering,M.Sc,8.51,4,Unplaced
2018A0036A,Mathematics,B.E,5.78,4,Mediatek
2018A0038A,Mechanical Engineering,B.E,5.16,4,Unplaced
2018H0045H,Computer Science and Information Systems,M.E,9.37,4,Flipkart
2018A0049A,Chemisty,B.E,5.99,4,Honeywell UOP
2018H0051H,Physics,M.E,7.18,4,Micron
2018H0055H,Biological Sciences,M.E,5.75,4,Lupin Limited
2018H0057H,Chemical Engineering,M.E,8.96,4,Praxair
2018A0067A,Physics,B.E,7.5,4,Unplaced
2018A0070A,Chemical Engineering,B.E,9.63,4,Linde
2018A0073A,Pharmacy,B.E,8.44,4,Torrent Pharmaceuticals
2018H0076H,Chemical Engineering,M.E,8.25,4,Unplaced
2018D0079D,Pharmacy,Ph.D,6.45,4,Unplaced
2018D0080D,Civil Engineering,Ph.D,6.11,4,Leighton Holdings
2018A0083A,Humanities and Social Sciences,B.E,7.06,4,WNS Global Services
2018H0086H,Computer Science and Information Systems,M.E,9.19,4,Google
2018A0087A,Pharmacy,B.E,6.21,4,AstraZeneca
2018A0090A,Economics and Finanace,B.E,5.85,4,Moodys Investors Service
2018A0091A,Civil Engineering,B.E,7.78,4,Unplaced
2018H0092H,Civil Engineering,M.E,8.08,4,AECOM
2018H0093H,Biological Sciences,M.E,9.01,4,Dr. Reddys Laboratories
2018A0094A,Chemisty,B.E,9.7,4,Honeywell UOP
2018A0098A,Mathematics,B.E,5.59,4,Cisco
2018H0107H,Physics,M.E,8.9,4,Unplaced
2018A0113A,Chemisty,B.E,5.46,4,Biocon Biologics
2018A0117A,Civil Engineering,B.E,8.44,4,COWI
2018H0118H,Economics and Finanace,M.E,8.17,4,FactSet
2018A0131A,Humanities and Social Sciences,B.E,8.73,4,IBM
2018S0132S,Electrical and Electronics Engineering,M.Sc,7.56,4,SILICON LABS
2018A0136A,Chemisty,B.E,8.97,4,Aizant
2018H0137H,Electrical and Electronics Engineering,M.E,9.41,4,Unplaced
2018A0139A,Mechanical Engineering,B.E,5.54,4,Toyota
2018A0143A,Mathematics,B.E,6.27,4,Flipkart
2018P0152P,Civil Engineering,B.Pharm,7.81,4,Hill International
2018A0155A,Mechanical Engineering,B.E,9.46,4,Lime
2018A0159A,Electrical and Electronics Engineering,B.E,5.6,4,Honeywell
2018H0160H,Chemisty,M.E,8.01,4,Aizant
2018A0163A,Humanities and Social Sciences,B.E,6.42,4,HCL Technologies
2018H0166H,Humanities and Social Sciences,M.E,5.48,4,Wipro
2018D0169D,Humanities and Social Sciences,Ph.D,8.06,4,Unplaced
2018H0170H,Computer Science and Information Systems,M.E,8.48,4,Wabtec
2018P0180P,Chemical Engineering,B.Pharm,6.32,4,Occidental Petroleum Corporation (OxyChem)
2018A0183A,Economics and Finanace,B.E,9.31,4,EY (Ernst & Young)
2018H0185H,Mathematics,M.E,7.64,4,Unplaced
2018A0187A,Economics and Finanace,B.E,8.86,4,Moodys Investors Service
2018A0191A,Physics,B.E,5.39,4,A Lam
2018A0198A,Civil Engineering,B.E,9.58,4,RAMBOLL
2018A0204A,Civil Engineering,B.E,5.08,4,RAMBOLL
2018A0205A,Chemisty,B.E,6.33,4,Unplaced
2018A0211A,Chemical Engineering,B.E,5.25,4,Shell
2018A0214A,Mechanical Engineering,B.E,6.38,4,Procter & Gamble
2018P0219P,Chemical Engineering,B.Pharm,6.38,4,Monsanto
2018A0225A,Mathematics,B.E,9.54,4,Microsoft
2018A0228A,Chemisty,B.E,5.94,4,Elucidata
2018H0229H,Chemisty,M.E,9.81,4,Linde
2018A0233A,Mechanical Engineering,B.E,6.76,4,General Motors
2018A0243A,Computer Science and Information Systems,B.E,8.55,4,AMD
2018A0247A,Humanities and Social Sciences,B.E,5.15,4,Unplaced
2018D0249D,Civil Engineering,Ph.D,9.6,4,TATA
2018A0251A,Pharmacy,B.E,8.39,4,Granules India
2018A0253A,Economics and Finanace,B.E,6.96,4,Unplaced
2018A0256A,Mechanical Engineering,B.E,5.61,4,Unplaced
2018H0271H,Computer Science and Information Systems,M.E,6.09,4,Mediatek
2018A0272A,Economics and Finanace,B.E,6.24,4,JP Morgan
2018S0279S,Mechanical Engineering,M.Sc,9.64,4,Unplaced
2018A0280A,Mathematics,B.E,5.92,4,Intel
2018P0281P,Chemical Engineering,B.Pharm,5.69,4,Monsanto
2018H0283H,Humanities and Social Sciences,M.E,6.77,4,McKinsey & Company
2018A0284A,Electrical and Electronics Engineering,B.E,9.81,4,proteanTecs
2018H0290H,Biological Sciences,M.E,8.78,4,Granules India
2018D0292D,Humanities and Social Sciences,Ph.D,9.04,4,Unplaced
2018H0298H,Mathematics,M.E,8.7,4,Unplaced
2018H0304H,Civil Engineering,M.E,6.02,4,Force
2018P0305P,Biological Sciences,B.Pharm,9.16,4,Novartis
2018H0314H,Pharmacy,M.E,5.5,4,Natco Pharma
2018A0315A,Economics and Finanace,B.E,8.34,4,McKinsey & Company
2018D0317D,Humanities and Social Sciences,Ph.D,7.08,4,Procter & Gamble
2018H0318H,Chemisty,M.E,5.14,4,Shell
2018A0320A,Mechanical Engineering,B.E,6.51,4,Mercedes Benz
2018P0322P,Chemisty,B.Pharm,7.34,4,Unplaced
2018P0325P,Economics and Finanace,B.Pharm,9.51,4,Boston Consulting Group (BCG)
2018H0330H,Electrical and Electronics Engineering,M.E,5.34,4,Infineon
2018D0334D,Mechanical Engineering,Ph.D,8.09,4,Lime
2018A0337A,Humanities and Social Sciences,B.E,9.67,4,Unplaced
2018A0340A,Physics,B.E,9.46,4,SILICON LABS
2018A0344A,Chemisty,B.E,6.61,4,Aragen
2018A0346A,Civil Engineering,B.E,6.26,4,Unplaced
2018A0351A,Biological Sciences,B.E,6.8,4,Lupin Limited
2018A0353A,Economics and Finanace,B.E,5.93,4,Bain & Company
2018P0354P,Civil Engineering,B.Pharm,9.16,4,Unplaced
2018H0356H,Chemical Engineering,M.E,7.19,4,Chevron
2018P0358P,Computer Science and Information Systems,B.Pharm,5.5,4,Western Digital
2018P0364P,Mechanical Engineering,B.Pharm,7.5,4,Unplaced
2018H0372H,Economics and Finanace,M.E,9.91,4,Nomura
2018A0377A,Pharmacy,B.E,6.75,4,КАВІ
2018H0380H,Civil Engineering,M.E,7.67,4,Unplaced
2018H0382H,Mathematics,M.E,7.41,4,Unplaced
2018A0383A,Electrical and Electronics Engineering,B.E,8.48,4,Unplaced
2018A0386A,Economics and Finanace,B.E,5.97,4,IHS Markit
2018A0388A,Mechanical Engineering,B.E,5.05,4,Unplaced
2018A0394A,Computer Science and Information Systems,B.E,5.65,4,Infineon
2018A0402A,Biological Sciences,B.E,6.73,4,PEISION MEDICINE SOLUTIONS
2018A0407A,Biological Sciences,B.E,9.89,4,Novartis
2018A0410A,Computer Science and Information Systems,B.E,6.39,4,Unplaced
2018H0412H,Biological Sciences,M.E,6.4,4,Unplaced
2018H0413H,Humanities and Social Sciences,M.E,5.09,4,Accenture
2018A0415A,Civil Engineering,B.E,6.9,4,IcoNS
2018A0420A,Biological Sciences,B.E,6.7,4,Novartis
2018S0424S,Chemisty,M.Sc,9.8,4,BASF
2018H0433H,Computer Science and Information Systems,M.E,9.24,4,Texas Instruments
2018A0440A,Computer Science and Information Systems,B.E,6.3,4,Mediatek
2018A0444A,Chemisty,B.E,8.42,4,DuPont
2018A0449A,Economics and Finanace,B.E,5.55,4,Unplaced
2018A0452A,Pharmacy,B.E,7.08,4,Glenmark Pharmaceuticals
2018A0462A,Pharmacy,B.E,8.63,4,Torrent Pharmaceuticals
2018A0464A,Civil Engineering,B.E,7.83,4,Unplaced
2018A0466A,Mechanical Engineering,B.E,7.36,4,CYNLR
2018A0470A,Physics,B.E,6.21,4,INSTRUMENTS
2018A0475A,Mathematics,B.E,6.22,4,BLEND360
2018A0483A,Mathematics,B.E,8.56,4,Intel
2018H0486H,Chemical Engineering,M.E,5.66,4,DuPont
2018A0487A,Electrical and Electronics Engineering,B.E,6.77,4,Unplaced
2018H0492H,Humanities and Social Sciences,M.E,9.55,4,WNS Global Services
2018A0497A,Pharmacy,B.E,8.25,4,Torrent Pharmaceuticals
2018A0499A,Chemical Engineering,B.E,6.16,4,Monsanto
2018A0500A,Economics and Finanace,B.E,5.24,4,IHS Markit
2018A0506A,Chemical Engineering,B.E,6.44,4,3M
2018A0515A,Economics and Finanace,B.E,6.02,4,Wells Fargo
2018P0518P,Chemical Engineering,B.Pharm,7.22,4,Occidental Petroleum Corporation (OxyChem)
2018A0523A,Mathematics,B.E,6.68,4,BLEND360
2018P0530P,Pharmacy,B.Pharm,5.98,4,Novartis
2018A0535A,Biological Sciences,B.E,7.17,4,Torrent Pharmaceuticals
2018H0541H,Pharmacy,M.E,7.43,4,Torrent Pharmaceuticals
2018H0542H,Mechanical Engineering,M.E,6.79,4,Toyota
2018A0544A,Computer Science and Information Systems,B.E,7.1,4,GE HealthCare
2018A0545A,Economics and Finanace,B.E,6.24,4,Bain & Company
