Student ID,Course,Degree,CGPA,Year,Placement
2021H0004H,Biological Sciences,M.E,9.43,4,DataZymes
2021A0005A,Chemisty,B.E,8.13,4,Linde
2021A0006A,Chemisty,B.E,8.74,4,Aizant
2021A0013A,Mathematics,B.E,8.02,4,Intel
2021P0015P,Chemisty,B.Pharm,5.82,4,DataZymes
2021H0019H,Physics,M.E,5.47,4,Texas Instruments
2021A0020A,Economics and Finanace,B.E,5.47,4,Credit Suisse
2021A0024A,Computer Science and Information Systems,B.E,6.42,4,VISA
2021H0031H,Mathematics,M.E,7.94,4,Flipkart
2021A0033A,Physics,B.E,9.36,4,SynOPSYS
2021A0038A,Chemisty,B.E,7.56,4,Biocon Biologics
2021H0041H,Civil Engineering,M.E,7.8,4,AMARARALA
2021A0046A,Physics,B.E,5.71,4,STMicroelectronics
2021S0048S,Pharmacy,M.Sc,5.6,4,Aurobindo Pharma
2021P0057P,Biological Sciences,B.Pharm,8.24,4,Unplaced
2021D0060D,Physics,Ph.D,9.64,4,A Lam
2021A0070A,Mathematics,B.E,5.07,4,Unplaced
2021H0092H,Computer Science and Information Systems,M.E,6.3,4,Unplaced
2021A0094A,Mechanical Engineering,B.E,6.82,4,General Electric (GE)
2021S0096S,Biological Sciences,M.Sc,9.75,4,Emcure Pharmaceuticals
2021H0106H,Biological Sciences,M.E,5.79,4,Unplaced
2021P0110P,Biological Sciences,B.Pharm,7.2,4,Aragen
2021H0111H,Mechanical Engineering,M.E,7.88,4,Mercedes Benz
2021H0116H,Mathematics,M.E,5.54,4,MathWorks
2021D0117D,Computer Science and Information Systems,Ph.D,9.77,4,Mediatek
2021A0130A,Chemical Engineering,B.E,7.35,4,Monsanto
2021H0131H,Physics,M.E,6.06,4,proteanTecs
2021H0132H,Pharmacy,M.E,6.88,4,Natco Pharma
2021A0136A,Pharmacy,B.E,8.65,4,Cadila Healthcare
2021D0141D,Mathematics,Ph.D,9.12,4,Intel
2021D0145D,Electrical and Electronics Engineering,Ph.D,8.27,4,Microsemi
2021D0146D,Chemisty,Ph.D,6.42,4,ExxonMobil
2021A0148A,Computer Science and Information Systems,B.E,9.79,4,IBM
2021A0151A,Pharmacy,B.E,8.66,4,Torrent Pharmaceuticals
2021A0153A,Mechanical Engineering,B.E,7.53,4,Mercedes Benz
2021P0154P,Biological Sciences,B.Pharm,7.43,4,Unplaced
2021A0157A,Mechanical Engineering,B.E,9.04,4,Caterpillar Inc.
2021A0158A,Mathematics,B.E,6.86,4,Dell
2021H0160H,Chemical Engineering,M.E,8.93,4,ADM (Archer Daniels Midland)
2021P0163P,Civil Engineering,B.Pharm,7.57,4,Jacobs Engineering Group
2021A0165A,Biological Sciences,B.E,5.61,4,Alkem Laboratories
2021H0174H,Chemisty,M.E,8.63,4,Sun Pharmaceutical Industries
2021A0177A,Physics,B.E,9.1,4,NXP Semiconductors
2021P0187P,Biological Sciences,B.Pharm,6.87,4,Unplaced
2021H0188H,Civil Engineering,M.E,8.8,4,Orascom Construction
2021P0193P,Electrical and Electronics Engineering,B.Pharm,6.04,4,Unplaced
2021D0198D,Mechanical Engineering,Ph.D,6.44,4,Unplaced
2021A0202A,Humanities and Social Sciences,B.E,5.76,4,Boston Consulting Group (BCG)
2021H0204H,Pharmacy,M.E,6.95,4,Divis Laboratories
2021H0211H,Mechanical Engineering,M.E,6.76,4,SONA COMSTAR
2021P0213P,Computer Science and Information Systems,B.Pharm,7.78,4,Unplaced
2021A0218A,Chemisty,B.E,8.83,4,DataZymes
2021P0223P,Electrical and Electronics Engineering,B.Pharm,6.13,4,MEDIATEK
2021H0228H,Electrical and Electronics Engineering,M.E,7.9,4,ON Semiconductor
2021H0231H,Mechanical Engineering,M.E,7.85,4,Caterpillar Inc.
2021A0233A,Chemisty,B.E,7.85,4,Aizant
2021A0235A,Biological Sciences,B.E,8.71,4,Pfizer
2021A0240A,Biological Sciences,B.E,6.04,4,Unplaced
2021D0241D,Humanities and Social Sciences,Ph.D,6.23,4,Unplaced
2021P0242P,Civil Engineering,B.Pharm,8.98,4,Assystem Stup
2021A0245A,Biological Sciences,B.E,8.74,4,Cipla
2021A0246A,Mathematics,B.E,9.98,4,Teradata
2021A0251A,Economics and Finanace,B.E,7.0,4,Bain & Company
2021A0254A,Physics,B.E,5.84,4,Unplaced
2021S0258S,Humanities and Social Sciences,M.Sc,9.5,4,KPMG
2021A0266A,Mechanical Engineering,B.E,8.17,4,FORVIA
2021H0269H,Chemisty,M.E,8.04,4,Honeywell UOP
2021S0273S,Physics,M.Sc,7.54,4,Unplaced
2021A0276A,Mathematics,B.E,6.87,4,Flipkart
2021H0277H,Pharmacy,M.E,5.85,4,Unplaced
2021S0278S,Chemisty,M.Sc,7.42,4,Procter & Gamble
2021A0282A,Pharmacy,B.E,5.98,4,Unplaced
2021A0296A,Civil Engineering,B.E,6.22,4,AECOM
2021S0299S,Civil Engineering,M.Sc,7.39,4,TATA
2021P0301P,Mechanical Engineering,B.Pharm,6.07,4,ARUP
2021P0302P,Computer Science and Information Systems,B.Pharm,7.85,4,Unplaced
2021H0303H,Chemical Engineering,M.E,8.6,4,Bayer
2021P0304P,Pharmacy,B.Pharm,5.97,4,Pfizer
2021D0305D,Biological Sciences,Ph.D,6.26,4,КАВІ
2021H0311H,Humanities and Social Sciences,M.E,5.03,4,Microsoft
2021S0317S,Economics and Finanace,M.Sc,8.83,4,Moodys Analytics
2021A0320A,Chemisty,B.E,5.96,4,SABIC
2021S0322S,Economics and Finanace,M.Sc,9.78,4,American Express
2021A0323A,Pharmacy,B.E,7.98,4,Alembic Pharmaceuticals
2021A0328A,Humanities and Social Sciences,B.E,6.54,4,Infosys BPM
2021H0329H,Electrical and Electronics Engineering,M.E,5.03,4,Fujitsu
2021A0331A,Pharmacy,B.E,9.03,4,Cadila Healthcare
2021A0335A,Economics and Finanace,B.E,7.14,4,FactSet
2021A0337A,Civil Engineering,B.E,8.09,4,Unplaced
