Student ID,Course,Degree,CGPA,Year,Placement
2010A0003A,Mathematics,B.E,9.41,4,Amazon
2010A0008A,Physics,B.E,5.57,4,Unplaced
2010A0014A,Computer Science and Information Systems,B.E,9.61,4,Western Digital
2010A0017A,Chemical Engineering,B.E,6.08,4,Shell
2010H0018H,Humanities and Social Sciences,M.E,5.85,4,Unplaced
2010A0024A,Chemical Engineering,B.E,5.08,4,Unplaced
2010S0030S,Pharmacy,M.Sc,8.25,4,Dr. Reddys Laboratories
2010A0031A,Economics and Finanace,B.E,9.37,4,Unplaced
2010A0032A,Civil Engineering,B.E,9.69,4,COWI
2010H0034H,Electrical and Electronics Engineering,M.E,5.67,4,STMicroelectronics
2010A0036A,Computer Science and Information Systems,B.E,7.99,4,Wabtec
2010S0042S,Computer Science and Information Systems,M.Sc,9.27,4,Piramal
2010A0045A,Electrical and Electronics Engineering,B.E,7.76,4,Micron
2010A0046A,Chemisty,B.E,6.85,4,ExxonMobil
2010A0051A,Chemical Engineering,B.E,6.07,4,BASF
2010H0054H,Chemical Engineering,M.E,9.12,4,Covestro
2010H0057H,Mechanical Engineering,M.E,5.19,4,Lime
2010A0066A,Electrical and Electronics Engineering,B.E,6.77,4,Xilinx
2010P0077P,Humanities and Social Sciences,B.Pharm,9.83,4,Hindustan Unilever Limited (HUL)
2010A0078A,Civil Engineering,B.E,8.79,4,Assystem Stup
2010A0093A,Chemical Engineering,B.E,9.6,4,AkzoNobel
2010H0099H,Biological Sciences,M.E,7.63,4,Unplaced
2010D0102D,Humanities and Social Sciences,Ph.D,9.88,4,EY (Ernst & Young)
2010A0108A,Economics and Finanace,B.E,5.92,4,Standard Chartered
2010H0114H,Mathematics,M.E,7.16,4,Microsoft
2010A0127A,Computer Science and Information Systems,B.E,6.78,4,Unplaced
2010H0129H,Electrical and Electronics Engineering,M.E,8.07,4,SynOPSYS
2010S0132S,Electrical and Electronics Engineering,M.Sc,8.16,4,IBM
2010A0135A,Physics,B.E,6.34,4,Unplaced
2010A0137A,Physics,B.E,7.93,4,MEDIATEK
2010A0142A,Chemical Engineering,B.E,5.32,4,Praxair
