Student ID,Course,Degree,CGPA,Year,Placement
2014P0003P,Economics and Finanace,B.Pharm,8.38,4,IHS Markit
2014P0004P,Mechanical Engineering,B.Pharm,7.79,4,JK Fenner
2014A0005A,Computer Science and Information Systems,B.E,7.92,4,IBM
2014A0006A,Humanities and Social Sciences,B.E,8.45,4,Aditya Birla Group
2014A0008A,Chemisty,B.E,7.53,4,freyr
2014S0010S,Physics,M.Sc,6.06,4,Infineon
2014P0012P,Chemical Engineering,B.Pharm,8.01,4,Unplaced
2014S0017S,Chemisty,M.Sc,5.71,4,Unplaced
2014A0019A,Computer Science and Information Systems,B.E,6.08,4,Unplaced
2014S0021S,Chemical Engineering,M.Sc,9.35,4,Unplaced
2014H0022H,Humanities and Social Sciences,M.E,7.87,4,Hindustan Unilever Limited (HUL)
2014H0023H,Economics and Finanace,M.E,8.91,4,Moodys Analytics
2014A0025A,Chemisty,B.E,7.52,4,Biocon Biologics
2014D0027D,Physics,Ph.D,6.63,4,IBM
2014H0028H,Electrical and Electronics Engineering,M.E,6.16,4,STMicroelectronics
2014A0029A,Economics and Finanace,B.E,7.7,4,Unplaced
2014H0034H,Mechanical Engineering,M.E,7.61,4,Unplaced
2014A0037A,Civil Engineering,B.E,9.15,4,Greenko Jacobs
2014S0039S,Electrical and Electronics Engineering,M.Sc,7.94,4,Micron
2014A0045A,Chemisty,B.E,6.53,4,Eastman Chemical Company
2014H0052H,Humanities and Social Sciences,M.E,7.54,4,Accenture
2014A0058A,Computer Science and Information Systems,B.E,7.84,4,Unplaced
2014A0061A,Civil Engineering,B.E,7.69,4,IcoNS
2014A0065A,Biological Sciences,B.E,9.67,4,Zydus Cadila
2014A0066A,Computer Science and Information Systems,B.E,7.99,4,Flipkart
2014A0078A,Pharmacy,B.E,9.61,4,GSK Pharmaceuticals
2014H0080H,Electrical and Electronics Engineering,M.E,7.78,4,Intel
2014D0082D,Mathematics,Ph.D,5.15,4,Google
2014S0083S,Pharmacy,M.Sc,5.62,4,kmk
2014H0090H,Physics,M.E,6.11,4,CISCO
2014H0091H,Economics and Finanace,M.E,5.18,4,Standard Chartered
2014P0093P,Biological Sciences,B.Pharm,5.98,4,Ipca Laboratories
2014A0094A,Chemical Engineering,B.E,9.35,4,BASF
2014A0101A,Pharmacy,B.E,7.8,4,Emcure Pharmaceuticals
2014A0103A,Economics and Finanace,B.E,7.16,4,McKinsey & Company
2014A0104A,Computer Science and Information Systems,B.E,5.61,4,PEGA
2014H0110H,Physics,M.E,6.13,4,Micron
2014A0116A,Computer Science and Information Systems,B.E,6.24,4,Amazon
2014A0119A,Chemical Engineering,B.E,8.88,4,Pfizer
2014A0123A,Chemisty,B.E,5.31,4,Unplaced
2014A0124A,Biological Sciences,B.E,6.51,4,Dr. Reddys Laboratories
2014H0126H,Mathematics,M.E,5.26,4,Piramal
2014D0127D,Electrical and Electronics Engineering,Ph.D,5.48,4,Intel
2014A0129A,Humanities and Social Sciences,B.E,6.92,4,Bain & Company
2014A0136A,Economics and Finanace,B.E,7.11,4,McKinsey & Company
2014A0138A,Biological Sciences,B.E,5.64,4,Novartis
2014D0147D,Economics and Finanace,Ph.D,5.95,4,Unplaced
2014A0148A,Physics,B.E,8.46,4,SAMSUNG
2014S0156S,Physics,M.Sc,6.88,4,Intel
2014A0170A,Pharmacy,B.E,5.86,4,Elucidata
2014A0178A,Chemisty,B.E,9.26,4,DataZymes
2014H0179H,Civil Engineering,M.E,8.64,4,Jacobs Engineering Group
2014A0183A,Economics and Finanace,B.E,8.56,4,Credit Suisse
2014A0184A,Physics,B.E,9.78,4,STMicroelectronics
2014A0187A,Humanities and Social Sciences,B.E,9.32,4,IBM
2014A0188A,Civil Engineering,B.E,6.53,4,J. Murphy & Sons
2014A0192A,Civil Engineering,B.E,7.92,4,Unplaced
2014S0193S,Mathematics,M.Sc,8.11,4,Teradata
2014H0194H,Humanities and Social Sciences,M.E,7.34,4,Unplaced
2014A0208A,Economics and Finanace,B.E,8.92,4,Fitch Ratings
2014D0212D,Humanities and Social Sciences,Ph.D,6.17,4,Wipro
2014H0215H,Electrical and Electronics Engineering,M.E,8.85,4,Micron
2014H0220H,Economics and Finanace,M.E,6.13,4,EY (Ernst & Young)
2014A0224A,Mechanical Engineering,B.E,8.15,4,Boeing
2014H0225H,Electrical and Electronics Engineering,M.E,6.02,4,NXP Semiconductors
2014D0227D,Humanities and Social Sciences,Ph.D,5.54,4,Flipkart
2014D0230D,Biological Sciences,Ph.D,9.13,4,Ipca Laboratories
2014A0235A,Chemisty,B.E,6.63,4,Dow
2014A0237A,Chemisty,B.E,7.68,4,ADITYA BIRLA
2014A0240A,Electrical and Electronics Engineering,B.E,9.09,4,Honeywell
2014D0242D,Mechanical Engineering,Ph.D,6.01,4,Toyota
2014A0244A,Humanities and Social Sciences,B.E,5.32,4,Infosys BPM
2014A0246A,Mechanical Engineering,B.E,9.4,4,Unplaced
2014H0248H,Computer Science and Information Systems,M.E,8.23,4,GE HealthCare
2014H0251H,Electrical and Electronics Engineering,M.E,6.25,4,Honeywell
2014A0253A,Physics,B.E,7.84,4,AMDET
2014H0261H,Civil Engineering,M.E,7.53,4,Unplaced
2014A0262A,Biological Sciences,B.E,5.37,4,Divis Laboratories
2014A0263A,Electrical and Electronics Engineering,B.E,6.72,4,AMDET
2014H0266H,Economics and Finanace,M.E,8.35,4,JP Morgan
2014H0268H,Mathematics,M.E,8.29,4,Pharmo Solutions
2014A0272A,Chemical Engineering,B.E,7.67,4,INEOS
2014D0274D,Pharmacy,Ph.D,6.37,4,Glenmark Pharmaceuticals
2014H0276H,Pharmacy,M.E,7.66,4,Unplaced
2014H0278H,Electrical and Electronics Engineering,M.E,8.45,4,Toshiba
2014A0286A,Physics,B.E,5.84,4,Qualcomm
2014A0289A,Mechanical Engineering,B.E,6.04,4,ExxonMobil
2014H0293H,Biological Sciences,M.E,6.95,4,Aurobindo Pharma
2014S0296S,Chemical Engineering,M.Sc,9.43,4,Covestro
2014A0297A,Computer Science and Information Systems,B.E,8.84,4,Western Digital
2014A0303A,Biological Sciences,B.E,8.04,4,Novartis
2014P0307P,Computer Science and Information Systems,B.Pharm,6.18,4,CONFLUENT
2014A0311A,Pharmacy,B.E,5.19,4,ADITYA BIRLA
2014S0314S,Mathematics,M.Sc,8.96,4,Flipkart
2014H0325H,Civil Engineering,M.E,7.54,4,Unplaced
2014A0327A,Physics,B.E,5.99,4,IBM
2014A0330A,Computer Science and Information Systems,B.E,9.31,4,Mediatek
2014P0332P,Electrical and Electronics Engineering,B.Pharm,6.89,4,Unplaced
2014S0333S,Humanities and Social Sciences,M.Sc,7.11,4,Google
2014H0334H,Chemisty,M.E,9.1,4,SABIC
2014A0335A,Biological Sciences,B.E,8.81,4,Aurobindo Pharma
2014S0339S,Humanities and Social Sciences,M.Sc,6.42,4,American Express
2014A0340A,Chemical Engineering,B.E,6.67,4,GSK
2014A0343A,Humanities and Social Sciences,B.E,7.02,4,Cognizant
2014H0349H,Physics,M.E,6.74,4,Tenstorrent
2014S0351S,Pharmacy,M.Sc,6.93,4,Wockhardt
2014D0358D,Pharmacy,Ph.D,8.56,4,Granules India
2014H0360H,Mathematics,M.E,9.55,4,Pharmo Solutions
2014A0362A,Physics,B.E,6.51,4,A Lam
2014A0363A,Mechanical Engineering,B.E,6.54,4,Cummins Inc.
2014D0368D,Biological Sciences,Ph.D,9.94,4,Emcure Pharmaceuticals
2014A0369A,Biological Sciences,B.E,5.48,4,Pfizer
2014A0376A,Civil Engineering,B.E,6.3,4,AMARARALA
2014A0389A,Civil Engineering,B.E,9.7,4,Obayashi Corporation
2014A0392A,Humanities and Social Sciences,B.E,9.35,4,Infosys BPM
2014D0396D,Economics and Finanace,Ph.D,7.26,4,Citi
2014H0400H,Physics,M.E,6.63,4,Unplaced
2014A0401A,Civil Engineering,B.E,8.03,4,Unplaced
2014A0403A,Economics and Finanace,B.E,7.14,4,Fitch Ratings
2014A0408A,Computer Science and Information Systems,B.E,9.16,4,MathWorks
2014H0415H,Physics,M.E,6.29,4,STMicroelectronics
