Student ID,Course,Degree,CGPA,Year
2023A0001A,Mechanical Engineering,B.E,6.69,4
2023P0002P,Computer Science and Information Systems,B.Pharm,5.2,2
2023P0003P,Chemical Engineering,B.Pharm,7.1,3
2023P0004P,Mechanical Engineering,B.Pharm,7.0,1
2023A0005A,Chemisty,B.E,7.56,3
2023H0006H,Mechanical Engineering,M.E,9.83,2
2023H0007H,Mechanical Engineering,M.E,8.76,2
2023A0008A,Pharmacy,B.E,6.67,1
2023A0009A,Chemical Engineering,B.E,6.55,2
2023D0010D,Economics and Finanace,Ph.D,7.29,2
2023H0011H,Humanities and Social Sciences,M.E,5.0,2
2023P0012P,Civil Engineering,B.Pharm,9.41,3
2023A0013A,Computer Science and Information Systems,B.E,5.4,2
2023A0014A,Civil Engineering,B.E,7.18,2
2023P0015P,Chemisty,B.Pharm,8.42,3
2023H0016H,Biological Sciences,M.E,7.39,3
2023A0017A,Chemical Engineering,B.E,7.35,4
2023A0018A,Physics,B.E,6.06,4
2023A0019A,Pharmacy,B.E,6.88,4
2023P0020P,Civil Engineering,B.Pharm,8.82,1
2023A0021A,Electrical and Electronics Engineering,B.E,5.64,2
2023A0022A,Electrical and Electronics Engineering,B.E,8.87,3
2023A0023A,Pharmacy,B.E,8.65,4
2023A0024A,Mechanical Engineering,B.E,6.97,1
2023A0025A,Economics and Finanace,B.E,7.44,1
2023P0026P,Civil Engineering,B.Pharm,9.43,2
2023A0027A,Civil Engineering,B.E,6.85,3
2023A0028A,Mathematics,B.E,9.12,4
2023A0029A,Chemical Engineering,B.E,8.23,2
2023A0030A,Humanities and Social Sciences,B.E,5.94,2
2023P0031P,Computer Science and Information Systems,B.Pharm,7.18,3
2023A0032A,Electrical and Electronics Engineering,B.E,8.27,4
2023A0033A,Chemisty,B.E,6.42,4
2023P0034P,Pharmacy,B.Pharm,9.11,1
2023A0035A,Computer Science and Information Systems,B.E,9.79,4
2023S0036S,Chemisty,M.Sc,5.82,1
2023A0037A,Humanities and Social Sciences,B.E,9.03,3
2023H0038H,Pharmacy,M.E,8.66,4
2023A0039A,Biological Sciences,B.E,5.8,2
2023A0040A,Mechanical Engineering,B.E,7.53,4
2023A0041A,Biological Sciences,B.E,7.43,4
2023H0042H,Electrical and Electronics Engineering,M.E,8.86,3
2023H0043H,Electrical and Electronics Engineering,M.E,6.29,1
2023A0044A,Mechanical Engineering,B.E,9.04,4
2023A0045A,Mathematics,B.E,6.86,4
2023D0046D,Physics,Ph.D,6.68,3
2023D0047D,Chemical Engineering,Ph.D,8.93,4
2023A0048A,Mathematics,B.E,8.8,1
2023A0049A,Chemisty,B.E,5.03,3
2023A0050A,Civil Engineering,B.E,7.57,4
2023A0051A,Electrical and Electronics Engineering,B.E,5.24,3
2023H0052H,Biological Sciences,M.E,5.61,4
2023A0053A,Humanities and Social Sciences,B.E,6.84,3
2023A0054A,Computer Science and Information Systems,B.E,7.13,3
2023A0055A,Biological Sciences,B.E,7.71,2
2023A0056A,Computer Science and Information Systems,B.E,6.78,1
2023A0057A,Humanities and Social Sciences,B.E,6.62,1
2023A0058A,Mechanical Engineering,B.E,5.56,1
2023S0059S,Mathematics,M.Sc,8.69,2
2023D0060D,Chemisty,Ph.D,5.42,1
2023A0061A,Chemisty,B.E,8.63,4
2023P0062P,Electrical and Electronics Engineering,B.Pharm,9.46,3
2023S0063S,Humanities and Social Sciences,M.Sc,8.44,2
2023H0064H,Physics,M.E,9.1,4
2023A0065A,Biological Sciences,B.E,5.38,3
2023A0066A,Biological Sciences,B.E,5.73,1
2023D0067D,Electrical and Electronics Engineering,Ph.D,7.56,1
2023A0068A,Economics and Finanace,B.E,9.64,3
2023A0069A,Electrical and Electronics Engineering,B.E,7.0,2
2023D0070D,Physics,Ph.D,6.28,1
2023H0071H,Electrical and Electronics Engineering,M.E,9.83,2
2023A0072A,Mechanical Engineering,B.E,6.3,3
2023A0073A,Mechanical Engineering,B.E,7.57,2
2023S0074S,Physics,M.Sc,8.99,3
2023A0075A,Mechanical Engineering,B.E,7.36,4
2023A0076A,Computer Science and Information Systems,B.E,8.73,2
2023H0077H,Computer Science and Information Systems,M.E,7.51,1
2023P0078P,Mechanical Engineering,B.Pharm,6.99,2
2023A0079A,Pharmacy,B.E,6.42,1
2023H0080H,Electrical and Electronics Engineering,M.E,6.04,4
2023S0081S,Pharmacy,M.Sc,5.65,3
2023H0082H,Humanities and Social Sciences,M.E,8.0,3
2023A0083A,Chemical Engineering,B.E,6.11,1
2023D0084D,Physics,Ph.D,6.62,1
2023S0085S,Mechanical Engineering,M.Sc,6.44,4
2023A0086A,Mechanical Engineering,B.E,7.1,3
2023A0087A,Mathematics,B.E,6.95,1
2023S0088S,Economics and Finanace,M.Sc,6.7,3
2023A0089A,Humanities and Social Sciences,B.E,5.76,4
2023A0090A,Civil Engineering,B.E,7.66,2
2023H0091H,Pharmacy,M.E,6.95,4
2023S0092S,Biological Sciences,M.Sc,8.3,1
2023H0093H,Pharmacy,M.E,7.43,3
2023A0094A,Chemical Engineering,B.E,6.04,3
2023A0095A,Computer Science and Information Systems,B.E,6.46,3
2023H0096H,Humanities and Social Sciences,M.E,8.37,1
2023S0097S,Chemisty,M.Sc,8.12,2
2023A0098A,Mechanical Engineering,B.E,6.76,4
2023A0099A,Electrical and Electronics Engineering,B.E,9.98,1
2023A0100A,Computer Science and Information Systems,B.E,7.78,4
2023P0101P,Civil Engineering,B.Pharm,6.88,2
2023P0102P,Electrical and Electronics Engineering,B.Pharm,8.04,1
2023P0103P,Chemical Engineering,B.Pharm,6.98,2
2023A0104A,Chemical Engineering,B.E,7.85,2
2023H0105H,Chemisty,M.E,8.83,4
2023D0106D,Mathematics,Ph.D,7.04,2
2023A0107A,Electrical and Electronics Engineering,B.E,9.5,3
2023A0108A,Economics and Finanace,B.E,8.85,1
2023A0109A,Pharmacy,B.E,9.42,3
2023A0110A,Mathematics,B.E,7.68,4
2023A0111A,Civil Engineering,B.E,9.3,4
2023H0112H,Humanities and Social Sciences,M.E,6.43,4
2023A0113A,Chemisty,B.E,9.62,2
2023H0114H,Electrical and Electronics Engineering,M.E,6.44,3
2023P0115P,Humanities and Social Sciences,B.Pharm,8.28,1
2023P0116P,Electrical and Electronics Engineering,B.Pharm,7.9,4
2023D0117D,Electrical and Electronics Engineering,Ph.D,7.05,1
2023A0118A,Mechanical Engineering,B.E,6.12,1
2023A0119A,Mechanical Engineering,B.E,7.85,4
2023D0120D,Biological Sciences,Ph.D,6.63,2
2023D0121D,Chemisty,Ph.D,7.85,4
2023H0122H,Pharmacy,M.E,5.45,3
2023H0123H,Biological Sciences,M.E,8.71,4
2023P0124P,Civil Engineering,B.Pharm,9.25,2
2023H0125H,Humanities and Social Sciences,M.E,6.85,2
2023A0126A,Chemisty,B.E,7.36,2
2023H0127H,Economics and Finanace,M.E,5.66,1
2023A0128A,Biological Sciences,B.E,6.04,4
2023A0129A,Humanities and Social Sciences,B.E,6.23,4
2023A0130A,Civil Engineering,B.E,8.98,4
2023A0131A,Mathematics,B.E,8.21,3
2023A0132A,Chemisty,B.E,6.22,1
2023A0133A,Biological Sciences,B.E,8.74,4
2023P0134P,Humanities and Social Sciences,B.Pharm,9.31,1
2023S0135S,Electrical and Electronics Engineering,M.Sc,9.79,1
2023H0136H,Physics,M.E,8.88,1
2023A0137A,Humanities and Social Sciences,B.E,7.4,1
2023A0138A,Computer Science and Information Systems,B.E,9.06,1
2023A0139A,Economics and Finanace,B.E,7.0,4
2023H0140H,Electrical and Electronics Engineering,M.E,8.94,1
2023A0141A,Chemisty,B.E,9.24,1
2023H0142H,Physics,M.E,5.84,4
2023D0143D,Pharmacy,Ph.D,6.7,2
2023A0144A,Humanities and Social Sciences,B.E,6.05,1
2023P0145P,Economics and Finanace,B.Pharm,8.21,1
2023A0146A,Humanities and Social Sciences,B.E,9.5,4
2023P0147P,Civil Engineering,B.Pharm,8.78,3
2023S0148S,Computer Science and Information Systems,M.Sc,8.45,3
2023P0149P,Humanities and Social Sciences,B.Pharm,8.5,3
2023D0150D,Mechanical Engineering,Ph.D,5.18,2
2023A0151A,Chemisty,B.E,7.61,1
2023H0152H,Civil Engineering,M.E,9.4,3
2023S0153S,Physics,M.Sc,6.46,2
2023P0154P,Mechanical Engineering,B.Pharm,8.17,4
2023A0155A,Physics,B.E,7.2,3
2023H0156H,Chemisty,M.E,8.72,2
2023P0157P,Chemisty,B.Pharm,8.04,4
2023P0158P,Computer Science and Information Systems,B.Pharm,8.18,1
2023A0159A,Civil Engineering,B.E,7.92,2
2023A0160A,Mechanical Engineering,B.E,5.06,3
2023D0161D,Physics,Ph.D,7.54,4
2023A0162A,Humanities and Social Sciences,B.E,8.09,2
2023H0163H,Economics and Finanace,M.E,8.22,3
2023A0164A,Mathematics,B.E,6.87,4
2023H0165H,Pharmacy,M.E,5.85,4
2023A0166A,Chemisty,B.E,7.42,4
2023A0167A,Biological Sciences,B.E,8.34,1
2023A0168A,Economics and Finanace,B.E,6.12,2
2023A0169A,Civil Engineering,B.E,5.75,1
2023A0170A,Pharmacy,B.E,5.98,4
2023A0171A,Humanities and Social Sciences,B.E,7.85,1
2023D0172D,Physics,Ph.D,9.23,2
2023H0173H,Physics,M.E,6.01,1
2023S0174S,Electrical and Electronics Engineering,M.Sc,8.13,3
2023A0175A,Mathematics,B.E,5.34,1
2023D0176D,Biological Sciences,Ph.D,7.23,2
2023A0177A,Civil Engineering,B.E,6.28,2
2023A0178A,Physics,B.E,9.68,2
2023A0179A,Civil Engineering,B.E,8.45,4
2023A0180A,Chemisty,B.E,5.2,3
2023A0181A,Mathematics,B.E,6.39,2
2023A0182A,Physics,B.E,9.15,1
2023P0183P,Chemisty,B.Pharm,7.61,1
2023D0184D,Civil Engineering,Ph.D,6.14,4
2023A0185A,Humanities and Social Sciences,B.E,5.49,1
2023A0186A,Economics and Finanace,B.E,8.95,1
2023A0187A,Civil Engineering,B.E,7.39,4
2023P0188P,Chemical Engineering,B.Pharm,7.38,1
2023A0189A,Mathematics,B.E,7.95,4
2023A0190A,Computer Science and Information Systems,B.E,7.85,4
2023A0191A,Chemical Engineering,B.E,8.6,4
2023D0192D,Pharmacy,Ph.D,5.97,4
2023A0193A,Biological Sciences,B.E,6.26,4
2023A0194A,Mechanical Engineering,B.E,6.35,2
2023A0195A,Economics and Finanace,B.E,7.54,3
2023A0196A,Pharmacy,B.E,6.5,2
2023A0197A,Economics and Finanace,B.E,6.38,3
2023A0198A,Pharmacy,B.E,7.2,2
2023A0199A,Humanities and Social Sciences,B.E,5.03,4
2023A0200A,Humanities and Social Sciences,B.E,5.82,1
2023A0201A,Electrical and Electronics Engineering,B.E,8.36,1
2023H0202H,Humanities and Social Sciences,M.E,6.71,2
2023A0203A,Civil Engineering,B.E,8.89,2
2023D0204D,Civil Engineering,Ph.D,6.54,3
2023A0205A,Economics and Finanace,B.E,8.83,4
2023S0206S,Chemical Engineering,M.Sc,8.42,2
2023S0207S,Mechanical Engineering,M.Sc,8.36,3
2023A0208A,Chemisty,B.E,5.96,4
2023S0209S,Chemisty,M.Sc,9.26,2
2023H0210H,Economics and Finanace,M.E,9.78,4
2023A0211A,Pharmacy,B.E,7.98,4
2023A0212A,Physics,B.E,6.35,3
2023A0213A,Humanities and Social Sciences,B.E,9.67,3
2023H0214H,Economics and Finanace,M.E,5.72,3
2023A0215A,Physics,B.E,6.77,3
2023A0216A,Humanities and Social Sciences,B.E,6.54,4
2023S0217S,Electrical and Electronics Engineering,M.Sc,5.03,4
2023H0218H,Biological Sciences,M.E,9.84,3
2023A0219A,Pharmacy,B.E,9.03,4
2023H0220H,Computer Science and Information Systems,M.E,5.1,2
2023S0221S,Civil Engineering,M.Sc,8.31,3
2023A0222A,Computer Science and Information Systems,B.E,9.16,1
2023S0223S,Economics and Finanace,M.Sc,7.14,4
2023S0224S,Economics and Finanace,M.Sc,7.79,2
2023H0225H,Civil Engineering,M.E,8.09,4
2023H0226H,Computer Science and Information Systems,M.E,5.53,2
2023S0227S,Chemisty,M.Sc,6.63,4
2023A0228A,Physics,B.E,7.96,1
2023A0229A,Pharmacy,B.E,6.95,4
2023H0230H,Civil Engineering,M.E,6.4,4
2023A0231A,Biological Sciences,B.E,5.51,3
2023A0232A,Computer Science and Information Systems,B.E,7.69,4
2023D0233D,Computer Science and Information Systems,Ph.D,5.56,2
2023A0234A,Physics,B.E,5.37,4
2023H0235H,Chemisty,M.E,9.37,3
2023A0236A,Mechanical Engineering,B.E,6.0,1
2023H0237H,Humanities and Social Sciences,M.E,6.23,3
2023A0238A,Mathematics,B.E,7.66,3
2023A0239A,Physics,B.E,5.11,1
2023A0240A,Physics,B.E,8.56,3
2023P0241P,Economics and Finanace,B.Pharm,9.53,4
2023H0242H,Physics,M.E,9.42,2
2023H0243H,Economics and Finanace,M.E,7.34,4
2023H0244H,Economics and Finanace,M.E,6.67,3
2023A0245A,Computer Science and Information Systems,B.E,8.02,1
2023A0246A,Chemisty,B.E,5.6,4
2023A0247A,Electrical and Electronics Engineering,B.E,6.98,4
2023A0248A,Biological Sciences,B.E,9.16,1
2023H0249H,Mathematics,M.E,6.87,4
2023A0250A,Biological Sciences,B.E,9.8,3
2023A0251A,Mathematics,B.E,7.46,3
2023D0252D,Pharmacy,Ph.D,5.34,1
2023S0253S,Mechanical Engineering,M.Sc,5.46,1
2023A0254A,Mathematics,B.E,5.79,1
2023H0255H,Mechanical Engineering,M.E,9.61,2
2023H0256H,Chemical Engineering,M.E,8.84,4
2023D0257D,Computer Science and Information Systems,Ph.D,7.33,2
2023H0258H,Pharmacy,M.E,6.65,2
2023A0259A,Pharmacy,B.E,7.88,4
2023P0260P,Electrical and Electronics Engineering,B.Pharm,9.45,4
2023H0261H,Mechanical Engineering,M.E,6.47,4
2023A0262A,Biological Sciences,B.E,5.04,3
2023A0263A,Electrical and Electronics Engineering,B.E,5.75,2
2023A0264A,Mechanical Engineering,B.E,8.37,3
2023D0265D,Mathematics,Ph.D,7.29,2
2023A0266A,Mechanical Engineering,B.E,9.63,2
2023D0267D,Civil Engineering,Ph.D,8.86,2
2023H0268H,Computer Science and Information Systems,M.E,5.91,1
2023H0269H,Mathematics,M.E,8.01,1
2023A0270A,Chemisty,B.E,7.7,1
2023H0271H,Economics and Finanace,M.E,9.35,2
2023S0272S,Pharmacy,M.Sc,6.04,3
2023P0273P,Chemisty,B.Pharm,7.12,3
2023D0274D,Civil Engineering,Ph.D,9.68,2
2023H0275H,Economics and Finanace,M.E,5.14,4
2023A0276A,Chemical Engineering,B.E,9.17,4
2023A0277A,Biological Sciences,B.E,7.22,2
2023H0278H,Electrical and Electronics Engineering,M.E,5.25,4
2023H0279H,Electrical and Electronics Engineering,M.E,5.99,4
2023P0280P,Mechanical Engineering,B.Pharm,9.07,1
2023P0281P,Chemisty,B.Pharm,7.53,1
2023D0282D,Chemisty,Ph.D,8.78,1
2023A0283A,Humanities and Social Sciences,B.E,8.7,3
2023A0284A,Physics,B.E,9.98,4
2023A0285A,Civil Engineering,B.E,6.05,1
2023A0286A,Mathematics,B.E,6.8,3
2023A0287A,Mathematics,B.E,5.56,4
2023A0288A,Biological Sciences,B.E,5.04,4
2023H0289H,Electrical and Electronics Engineering,M.E,9.81,1
2023A0290A,Economics and Finanace,B.E,6.8,3
2023H0291H,Chemical Engineering,M.E,7.17,3
2023H0292H,Civil Engineering,M.E,10.0,1
2023A0293A,Pharmacy,B.E,8.22,4
2023A0294A,Humanities and Social Sciences,B.E,5.08,3
2023H0295H,Physics,M.E,8.24,3
2023A0296A,Biological Sciences,B.E,5.7,2
2023S0297S,Chemisty,M.Sc,7.82,2
2023A0298A,Mathematics,B.E,5.78,4
2023A0299A,Biological Sciences,B.E,5.31,2
2023D0300D,Physics,Ph.D,8.3,3
2023A0301A,Mechanical Engineering,B.E,7.07,2
2023A0302A,Electrical and Electronics Engineering,B.E,5.86,2
2023H0303H,Physics,M.E,9.05,2
2023P0304P,Economics and Finanace,B.Pharm,9.4,1
2023A0305A,Chemisty,B.E,5.15,2
2023S0306S,Computer Science and Information Systems,M.Sc,7.02,3
2023S0307S,Computer Science and Information Systems,M.Sc,8.11,1
2023A0308A,Biological Sciences,B.E,6.66,4
2023H0309H,Biological Sciences,M.E,8.67,2
2023P0310P,Electrical and Electronics Engineering,B.Pharm,5.23,4
2023P0311P,Mechanical Engineering,B.Pharm,8.61,2
2023H0312H,Chemisty,M.E,5.5,3
2023A0313A,Civil Engineering,B.E,5.46,1
2023H0314H,Chemical Engineering,M.E,9.84,4
2023A0315A,Electrical and Electronics Engineering,B.E,9.28,4
2023H0316H,Chemisty,M.E,9.28,1
2023D0317D,Computer Science and Information Systems,Ph.D,7.38,3
2023D0318D,Chemisty,Ph.D,6.61,3
2023P0319P,Mechanical Engineering,B.Pharm,8.34,1
2023S0320S,Humanities and Social Sciences,M.Sc,7.46,2
2023H0321H,Chemisty,M.E,6.1,2
2023A0322A,Chemisty,B.E,6.13,1
2023A0323A,Physics,B.E,5.47,4
2023A0324A,Computer Science and Information Systems,B.E,9.43,1
2023A0325A,Civil Engineering,B.E,6.13,2
2023D0326D,Physics,Ph.D,8.3,3
2023A0327A,Physics,B.E,9.87,3
2023H0328H,Chemisty,M.E,6.64,3
2023A0329A,Pharmacy,B.E,5.73,1
2023A0330A,Physics,B.E,9.53,4
2023A0331A,Pharmacy,B.E,5.24,2
2023D0332D,Chemisty,Ph.D,5.07,1
2023D0333D,Civil Engineering,Ph.D,5.81,3
2023D0334D,Biological Sciences,Ph.D,7.86,4
2023H0335H,Economics and Finanace,M.E,5.94,4
2023A0336A,Humanities and Social Sciences,B.E,9.96,4
2023A0337A,Mechanical Engineering,B.E,6.31,4
2023A0338A,Chemical Engineering,B.E,8.72,3
2023A0339A,Economics and Finanace,B.E,9.98,2
2023S0340S,Computer Science and Information Systems,M.Sc,6.7,4
2023A0341A,Mathematics,B.E,7.28,1
2023H0342H,Pharmacy,M.E,9.28,3
2023A0343A,Chemical Engineering,B.E,8.91,4
2023A0344A,Pharmacy,B.E,5.13,2
2023H0345H,Chemical Engineering,M.E,6.14,4
2023A0346A,Chemical Engineering,B.E,5.6,3
2023S0347S,Chemisty,M.Sc,9.37,3
2023A0348A,Humanities and Social Sciences,B.E,7.18,1
2023D0349D,Mathematics,Ph.D,5.91,2
2023H0350H,Chemisty,M.E,9.2,2
2023H0351H,Biological Sciences,M.E,5.99,3
2023H0352H,Mathematics,M.E,8.0,2
2023A0353A,Mechanical Engineering,B.E,9.3,1
2023H0354H,Mathematics,M.E,6.81,2
2023D0355D,Physics,Ph.D,9.74,2
2023A0356A,Economics and Finanace,B.E,5.79,2
2023D0357D,Pharmacy,Ph.D,8.17,2
2023A0358A,Physics,B.E,5.76,4
2023H0359H,Civil Engineering,M.E,6.39,4
2023S0360S,Computer Science and Information Systems,M.Sc,6.95,4
2023P0361P,Humanities and Social Sciences,B.Pharm,7.34,2
2023A0362A,Physics,B.E,9.69,1
2023A0363A,Chemical Engineering,B.E,6.26,3
2023A0364A,Civil Engineering,B.E,9.62,1
2023A0365A,Biological Sciences,B.E,8.78,2
2023S0366S,Chemisty,M.Sc,7.4,2
2023H0367H,Civil Engineering,M.E,6.96,2
2023P0368P,Pharmacy,B.Pharm,7.1,2
2023A0369A,Civil Engineering,B.E,9.17,1
2023A0370A,Civil Engineering,B.E,9.82,3
2023A0371A,Chemisty,B.E,9.46,1
