Student ID,Course,Degree,CGPA,Year
2011H0001H,Economics and Finanace,M.E,9.0,1
2011H0002H,Chemisty,M.E,6.95,1
2011H0003H,Chemical Engineering,M.E,9.12,4
2011A0004A,Mechanical Engineering,B.E,7.18,1
2011A0005A,Computer Science and Information Systems,B.E,6.11,1
2011A0006A,Mechanical Engineering,B.E,5.19,4
2011A0007A,Electrical and Electronics Engineering,B.E,8.07,3
2011A0008A,Physics,B.E,9.82,1
2011A0009A,Chemisty,B.E,8.2,4
2011H0010H,Biological Sciences,M.E,6.01,3
2011A0011A,Civil Engineering,B.E,5.17,2
2011P0012P,Mechanical Engineering,B.Pharm,5.85,1
2011H0013H,Economics and Finanace,M.E,6.2,1
2011H0014H,Chemisty,M.E,5.43,3
2011S0015S,Electrical and Electronics Engineering,M.Sc,6.77,4
2011A0016A,Electrical and Electronics Engineering,B.E,7.93,1
2011D0017D,Physics,Ph.D,8.52,1
2011D0018D,Mathematics,Ph.D,6.42,3
2011A0019A,Economics and Finanace,B.E,9.82,3
2011H0020H,Civil Engineering,M.E,8.03,2
2011H0021H,Humanities and Social Sciences,M.E,9.65,1
2011S0022S,Computer Science and Information Systems,M.Sc,5.88,1
2011A0023A,Mathematics,B.E,5.36,3
2011H0024H,Economics and Finanace,M.E,9.74,3
2011P0025P,Mechanical Engineering,B.Pharm,6.25,4
2011A0026A,Electrical and Electronics Engineering,B.E,7.82,2
2011H0027H,Economics and Finanace,M.E,9.81,4
2011S0028S,Pharmacy,M.Sc,7.3,1
2011A0029A,Humanities and Social Sciences,B.E,5.58,1
2011S0030S,Electrical and Electronics Engineering,M.Sc,8.17,2
2011S0031S,Pharmacy,M.Sc,8.51,3
2011A0032A,Electrical and Electronics Engineering,B.E,9.78,1
2011A0033A,Physics,B.E,9.16,2
2011A0034A,Computer Science and Information Systems,B.E,5.47,3
2011H0035H,Chemical Engineering,M.E,7.77,2
2011H0036H,Humanities and Social Sciences,M.E,6.57,2
2011A0037A,Mechanical Engineering,B.E,6.35,2
2011A0038A,Humanities and Social Sciences,B.E,8.69,2
2011H0039H,Physics,M.E,6.21,3
2011D0040D,Civil Engineering,Ph.D,6.15,2
2011P0041P,Mechanical Engineering,B.Pharm,6.78,1
2011A0042A,Chemical Engineering,B.E,9.6,4
2011H0043H,Mechanical Engineering,M.E,5.03,1
2011A0044A,Humanities and Social Sciences,B.E,6.86,3
2011S0045S,Humanities and Social Sciences,M.Sc,9.49,3
2011A0046A,Humanities and Social Sciences,B.E,5.91,3
2011A0047A,Electrical and Electronics Engineering,B.E,6.11,2
2011A0048A,Biological Sciences,B.E,7.63,4
2011S0049S,Humanities and Social Sciences,M.Sc,9.7,1
2011A0050A,Mathematics,B.E,6.74,2
2011H0051H,Humanities and Social Sciences,M.E,9.88,4
2011A0052A,Economics and Finanace,B.E,8.45,1
2011A0053A,Pharmacy,B.E,6.05,1
2011S0054S,Economics and Finanace,M.Sc,6.81,3
2011D0055D,Chemisty,Ph.D,7.74,2
2011A0056A,Computer Science and Information Systems,B.E,7.36,3
2011A0057A,Economics and Finanace,B.E,5.92,4
2011P0058P,Civil Engineering,B.Pharm,7.1,3
2011P0059P,Economics and Finanace,B.Pharm,9.27,3
2011A0060A,Humanities and Social Sciences,B.E,5.9,2
2011H0061H,Mechanical Engineering,M.E,8.43,1
2011A0062A,Physics,B.E,6.35,2
2011A0063A,Mathematics,B.E,7.16,4
2011A0064A,Civil Engineering,B.E,5.73,2
2011A0065A,Humanities and Social Sciences,B.E,9.03,2
2011H0066H,Electrical and Electronics Engineering,M.E,7.5,3
2011A0067A,Humanities and Social Sciences,B.E,6.5,1
2011H0068H,Electrical and Electronics Engineering,M.E,5.49,2
2011D0069D,Biological Sciences,Ph.D,6.08,3
2011A0070A,Humanities and Social Sciences,B.E,9.19,1
2011A0071A,Humanities and Social Sciences,B.E,8.72,3
2011A0072A,Economics and Finanace,B.E,6.8,3
2011H0073H,Economics and Finanace,M.E,5.1,1
2011A0074A,Economics and Finanace,B.E,9.34,2
2011H0075H,Mechanical Engineering,M.E,7.88,2
2011A0076A,Computer Science and Information Systems,B.E,6.78,4
2011S0077S,Physics,M.Sc,7.23,1
2011A0078A,Electrical and Electronics Engineering,B.E,8.07,4
2011A0079A,Pharmacy,B.E,9.78,2
2011H0080H,Pharmacy,M.E,9.04,3
2011A0081A,Electrical and Electronics Engineering,B.E,8.16,4
2011H0082H,Chemical Engineering,M.E,5.4,3
2011A0083A,Civil Engineering,B.E,6.57,3
2011A0084A,Physics,B.E,6.34,4
2011A0085A,Computer Science and Information Systems,B.E,9.44,3
2011H0086H,Physics,M.E,7.93,4
2011A0087A,Electrical and Electronics Engineering,B.E,5.84,1
2011P0088P,Chemisty,B.Pharm,8.64,3
2011A0089A,Physics,B.E,8.5,1
2011A0090A,Civil Engineering,B.E,5.83,1
2011A0091A,Chemical Engineering,B.E,5.32,4
2011D0092D,Mathematics,Ph.D,5.27,4
2011D0093D,Mathematics,Ph.D,8.82,1
2011A0094A,Chemical Engineering,B.E,6.31,2
2011A0095A,Chemical Engineering,B.E,8.27,4
2011H0096H,Computer Science and Information Systems,M.E,6.15,3
2011A0097A,Humanities and Social Sciences,B.E,8.13,2
2011A0098A,Mathematics,B.E,9.19,1
2011A0099A,Biological Sciences,B.E,8.32,3
2011A0100A,Humanities and Social Sciences,B.E,7.34,3
2011A0101A,Mathematics,B.E,7.22,2
2011S0102S,Mechanical Engineering,M.Sc,7.99,4
2011A0103A,Mathematics,B.E,8.2,3
2011H0104H,Economics and Finanace,M.E,7.41,2
2011H0105H,Chemical Engineering,M.E,7.21,3
2011A0106A,Electrical and Electronics Engineering,B.E,6.3,3
2011H0107H,Biological Sciences,M.E,5.0,2
2011A0108A,Economics and Finanace,B.E,6.43,1
2011P0109P,Humanities and Social Sciences,B.Pharm,9.73,4
2011A0110A,Computer Science and Information Systems,B.E,5.05,4
2011P0111P,Computer Science and Information Systems,B.Pharm,7.99,1
2011A0112A,Mathematics,B.E,6.87,4
2011H0113H,Mathematics,M.E,7.19,2
2011S0114S,Chemisty,M.Sc,8.57,4
2011P0115P,Electrical and Electronics Engineering,B.Pharm,6.1,1
2011A0116A,Electrical and Electronics Engineering,B.E,8.13,3
2011H0117H,Computer Science and Information Systems,M.E,8.24,3
2011A0118A,Electrical and Electronics Engineering,B.E,5.94,1
2011A0119A,Chemisty,B.E,5.68,1
2011H0120H,Pharmacy,M.E,7.28,4
2011H0121H,Computer Science and Information Systems,M.E,8.5,4
2011H0122H,Civil Engineering,M.E,6.6,2
2011A0123A,Biological Sciences,B.E,9.85,1
2011A0124A,Chemisty,B.E,9.86,3
2011A0125A,Computer Science and Information Systems,B.E,5.63,4
2011A0126A,Physics,B.E,5.04,1
2011H0127H,Chemisty,M.E,5.07,2
2011A0128A,Economics and Finanace,B.E,7.1,4
2011S0129S,Economics and Finanace,M.Sc,7.32,1
2011S0130S,Economics and Finanace,M.Sc,5.4,2
2011A0131A,Biological Sciences,B.E,6.33,4
2011A0132A,Chemical Engineering,B.E,7.72,2
2011A0133A,Civil Engineering,B.E,9.48,3
2011A0134A,Electrical and Electronics Engineering,B.E,9.14,1
2011S0135S,Physics,M.Sc,6.24,4
2011A0136A,Civil Engineering,B.E,8.69,1
2011A0137A,Civil Engineering,B.E,7.3,1
2011P0138P,Pharmacy,B.Pharm,9.91,4
2011P0139P,Electrical and Electronics Engineering,B.Pharm,8.41,3
2011A0140A,Economics and Finanace,B.E,5.79,1
2011A0141A,Physics,B.E,9.69,1
2011A0142A,Computer Science and Information Systems,B.E,7.41,3
2011A0143A,Civil Engineering,B.E,6.8,1
2011D0144D,Pharmacy,Ph.D,6.09,1
2011A0145A,Civil Engineering,B.E,8.16,3
2011D0146D,Biological Sciences,Ph.D,5.84,3
2011S0147S,Mechanical Engineering,M.Sc,5.6,2
2011A0148A,Biological Sciences,B.E,9.84,4
2011A0149A,Physics,B.E,7.98,3
2011A0150A,Chemical Engineering,B.E,6.24,4
2011A0151A,Chemical Engineering,B.E,8.43,3
2011A0152A,Pharmacy,B.E,5.3,3
2011H0153H,Pharmacy,M.E,5.77,1
2011A0154A,Chemisty,B.E,7.44,3
2011A0155A,Mathematics,B.E,8.94,3
2011H0156H,Humanities and Social Sciences,M.E,8.67,1
2011S0157S,Physics,M.Sc,6.89,2
2011A0158A,Computer Science and Information Systems,B.E,9.49,4
2011A0159A,Physics,B.E,7.19,3
2011H0160H,Mathematics,M.E,8.49,2
2011D0161D,Mechanical Engineering,Ph.D,5.93,3
2011A0162A,Economics and Finanace,B.E,8.66,3
2011A0163A,Mechanical Engineering,B.E,9.57,2
2011A0164A,Chemical Engineering,B.E,7.66,4
2011A0165A,Computer Science and Information Systems,B.E,9.1,3
2011A0166A,Humanities and Social Sciences,B.E,5.0,4
2011A0167A,Physics,B.E,5.93,1
2011A0168A,Mechanical Engineering,B.E,9.28,2
2011P0169P,Economics and Finanace,B.Pharm,8.61,4
2011P0170P,Civil Engineering,B.Pharm,7.62,4
2011A0171A,Mathematics,B.E,5.77,3
2011A0172A,Economics and Finanace,B.E,7.05,3
2011A0173A,Chemical Engineering,B.E,5.48,1
2011A0174A,Biological Sciences,B.E,9.18,2
2011H0175H,Chemisty,M.E,9.37,2
2011A0176A,Chemical Engineering,B.E,7.43,1
2011A0177A,Biological Sciences,B.E,7.86,4
2011P0178P,Pharmacy,B.Pharm,7.45,3
2011A0179A,Biological Sciences,B.E,6.83,1
2011D0180D,Biological Sciences,Ph.D,9.65,2
2011S0181S,Pharmacy,M.Sc,7.46,1
2011S0182S,Humanities and Social Sciences,M.Sc,9.01,1
2011D0183D,Economics and Finanace,Ph.D,7.79,4
2011H0184H,Economics and Finanace,M.E,8.97,1
2011H0185H,Mechanical Engineering,M.E,6.33,1
2011A0186A,Physics,B.E,5.35,3
2011A0187A,Chemical Engineering,B.E,9.72,1
2011A0188A,Chemical Engineering,B.E,8.63,4
2011P0189P,Civil Engineering,B.Pharm,5.97,2
2011A0190A,Mechanical Engineering,B.E,8.13,2
2011H0191H,Mathematics,M.E,8.75,4
2011D0192D,Physics,Ph.D,5.53,3
2011A0193A,Pharmacy,B.E,7.29,4
2011P0194P,Chemical Engineering,B.Pharm,5.83,2
2011A0195A,Mathematics,B.E,7.01,3
2011P0196P,Pharmacy,B.Pharm,5.79,4
2011S0197S,Economics and Finanace,M.Sc,9.51,3
2011H0198H,Economics and Finanace,M.E,7.06,4
2011A0199A,Physics,B.E,6.62,2
