Student ID,Course,Degree,CGPA,Year
2022H0001H,Mathematics,M.E,5.39,2
2022A0002A,Chemisty,B.E,9.73,3
2022S0003S,Physics,M.Sc,5.71,4
2022A0004A,Mathematics,B.E,7.21,3
2022A0005A,Pharmacy,B.E,5.6,4
2022A0006A,Pharmacy,B.E,6.74,1
2022A0007A,Economics and Finanace,B.E,9.28,3
2022A0008A,Physics,B.E,7.12,2
2022H0009H,Electrical and Electronics Engineering,M.E,6.87,1
2022A0010A,Civil Engineering,B.E,7.21,2
2022D0011D,Biological Sciences,Ph.D,7.93,3
2022A0012A,Chemical Engineering,B.E,9.56,3
2022A0013A,Mathematics,B.E,9.61,3
2022H0014H,Biological Sciences,M.E,8.24,4
2022A0015A,Electrical and Electronics Engineering,B.E,5.22,3
2022A0016A,Computer Science and Information Systems,B.E,8.13,1
2022A0017A,Physics,B.E,9.64,4
2022H0018H,Humanities and Social Sciences,M.E,5.87,1
2022H0019H,Biological Sciences,M.E,6.85,2
2022S0020S,Physics,M.Sc,8.68,2
2022A0021A,Chemical Engineering,B.E,7.1,1
2022D0022D,Biological Sciences,Ph.D,7.22,1
2022A0023A,Economics and Finanace,B.E,5.49,3
2022D0024D,Civil Engineering,Ph.D,8.28,1
2022A0025A,Economics and Finanace,B.E,9.19,3
2022H0026H,Physics,M.E,5.85,3
2022S0027S,Mathematics,M.Sc,5.07,4
2022H0028H,Electrical and Electronics Engineering,M.E,9.19,1
2022A0029A,Chemical Engineering,B.E,5.96,2
2022A0030A,Physics,B.E,6.33,2
2022H0031H,Humanities and Social Sciences,M.E,5.22,2
2022H0032H,Physics,M.E,7.53,2
2022S0033S,Pharmacy,M.Sc,8.73,1
2022A0034A,Computer Science and Information Systems,B.E,6.37,3
2022A0035A,Chemical Engineering,B.E,6.71,1
2022S0036S,Mechanical Engineering,M.Sc,9.65,1
2022S0037S,Chemical Engineering,M.Sc,9.59,2
2022H0038H,Physics,M.E,5.43,3
2022A0039A,Mechanical Engineering,B.E,8.13,1
2022P0040P,Chemisty,B.Pharm,8.94,2
2022H0041H,Pharmacy,M.E,6.87,1
2022D0042D,Physics,Ph.D,9.72,3
2022A0043A,Pharmacy,B.E,8.21,2
2022A0044A,Physics,B.E,8.78,2
2022D0045D,Computer Science and Information Systems,Ph.D,5.27,3
