Student ID,Course,Degree,CGPA,Year
2013A0001A,Mechanical Engineering,B.E,6.78,3
2013A0002A,Civil Engineering,B.E,8.56,1
2013S0003S,Humanities and Social Sciences,M.Sc,7.84,1
2013A0004A,Physics,B.E,7.34,4
2013P0005P,Computer Science and Information Systems,B.Pharm,8.42,4
2013A0006A,Humanities and Social Sciences,B.E,6.16,2
2013A0007A,Chemisty,B.E,9.31,3
2013H0008H,Economics and Finanace,M.E,6.96,3
2013A0009A,Economics and Finanace,B.E,7.27,1
2013A0010A,Chemical Engineering,B.E,7.38,3
2013H0011H,Humanities and Social Sciences,M.E,7.31,2
2013A0012A,Computer Science and Information Systems,B.E,8.84,2
2013P0013P,Chemical Engineering,B.Pharm,7.03,1
2013P0014P,Economics and Finanace,B.Pharm,7.78,1
2013A0015A,Computer Science and Information Systems,B.E,7.66,4
2013P0016P,Mechanical Engineering,B.Pharm,7.07,2
2013A0017A,Mathematics,B.E,5.8,4
2013D0018D,Electrical and Electronics Engineering,Ph.D,5.33,2
2013A0019A,Physics,B.E,7.95,4
2013A0020A,Mechanical Engineering,B.E,8.94,2
2013A0021A,Chemisty,B.E,8.31,1
2013A0022A,Physics,B.E,9.65,4
2013A0023A,Chemical Engineering,B.E,7.96,4
2013A0024A,Economics and Finanace,B.E,7.78,4
2013D0025D,Chemisty,Ph.D,6.54,4
2013D0026D,Chemical Engineering,Ph.D,7.99,4
2013P0027P,Economics and Finanace,B.Pharm,7.47,1
2013A0028A,Chemical Engineering,B.E,6.09,2
2013A0029A,Mechanical Engineering,B.E,9.52,1
2013S0030S,Chemisty,M.Sc,8.3,4
2013A0031A,Mathematics,B.E,6.46,4
2013A0032A,Civil Engineering,B.E,6.03,3
2013S0033S,Computer Science and Information Systems,M.Sc,7.85,3
2013P0034P,Electrical and Electronics Engineering,B.Pharm,8.59,3
2013A0035A,Chemical Engineering,B.E,7.91,4
2013D0036D,Chemisty,Ph.D,9.26,1
2013A0037A,Economics and Finanace,B.E,9.51,1
2013S0038S,Biological Sciences,M.Sc,8.52,3
2013S0039S,Chemical Engineering,M.Sc,9.31,1
2013A0040A,Civil Engineering,B.E,7.16,4
2013A0041A,Pharmacy,B.E,6.59,4
2013P0042P,Electrical and Electronics Engineering,B.Pharm,6.91,2
2013H0043H,Pharmacy,M.E,5.87,2
2013A0044A,Civil Engineering,B.E,7.78,3
2013S0045S,Electrical and Electronics Engineering,M.Sc,5.77,2
2013P0046P,Chemisty,B.Pharm,5.06,1
2013A0047A,Chemisty,B.E,8.61,4
2013A0048A,Pharmacy,B.E,7.18,2
2013A0049A,Chemical Engineering,B.E,5.69,4
2013S0050S,Humanities and Social Sciences,M.Sc,9.47,4
2013A0051A,Mechanical Engineering,B.E,5.9,4
2013A0052A,Mathematics,B.E,9.1,4
2013S0053S,Economics and Finanace,M.Sc,6.13,4
2013S0054S,Mechanical Engineering,M.Sc,5.04,4
2013A0055A,Physics,B.E,6.18,3
2013S0056S,Electrical and Electronics Engineering,M.Sc,9.63,3
2013D0057D,Biological Sciences,Ph.D,9.89,4
2013A0058A,Physics,B.E,6.84,4
2013H0059H,Physics,M.E,5.4,3
2013H0060H,Humanities and Social Sciences,M.E,7.58,1
2013A0061A,Civil Engineering,B.E,7.36,1
2013D0062D,Pharmacy,Ph.D,8.17,3
2013P0063P,Mechanical Engineering,B.Pharm,5.26,3
2013A0064A,Mathematics,B.E,8.89,4
2013H0065H,Humanities and Social Sciences,M.E,7.56,4
2013P0066P,Mechanical Engineering,B.Pharm,8.67,4
2013A0067A,Economics and Finanace,B.E,9.8,3
2013S0068S,Computer Science and Information Systems,M.Sc,5.84,3
2013A0069A,Physics,B.E,8.93,3
2013A0070A,Biological Sciences,B.E,8.15,2
2013A0071A,Mechanical Engineering,B.E,5.26,3
2013A0072A,Physics,B.E,8.12,3
2013A0073A,Humanities and Social Sciences,B.E,5.41,1
2013A0074A,Computer Science and Information Systems,B.E,6.26,3
2013H0075H,Computer Science and Information Systems,M.E,9.29,1
2013S0076S,Physics,M.Sc,5.56,2
2013H0077H,Mechanical Engineering,M.E,8.69,4
2013A0078A,Economics and Finanace,B.E,9.04,3
2013D0079D,Physics,Ph.D,6.18,2
2013A0080A,Mathematics,B.E,9.31,3
2013A0081A,Chemical Engineering,B.E,9.84,2
2013H0082H,Humanities and Social Sciences,M.E,8.76,4
2013A0083A,Electrical and Electronics Engineering,B.E,6.19,4
2013S0084S,Physics,M.Sc,8.19,2
2013H0085H,Mechanical Engineering,M.E,8.67,3
2013A0086A,Biological Sciences,B.E,8.21,1
2013A0087A,Biological Sciences,B.E,5.84,4
2013P0088P,Humanities and Social Sciences,B.Pharm,6.51,2
2013D0089D,Electrical and Electronics Engineering,Ph.D,8.42,4
2013A0090A,Humanities and Social Sciences,B.E,6.31,4
2013H0091H,Biological Sciences,M.E,6.44,4
2013A0092A,Electrical and Electronics Engineering,B.E,8.39,1
2013S0093S,Chemical Engineering,M.Sc,9.59,3
2013A0094A,Electrical and Electronics Engineering,B.E,8.05,3
2013A0095A,Economics and Finanace,B.E,6.35,1
2013P0096P,Computer Science and Information Systems,B.Pharm,8.27,4
2013A0097A,Humanities and Social Sciences,B.E,8.87,2
2013A0098A,Physics,B.E,8.36,2
2013S0099S,Mathematics,M.Sc,6.69,2
2013D0100D,Economics and Finanace,Ph.D,7.74,1
2013A0101A,Chemical Engineering,B.E,5.06,1
2013A0102A,Mathematics,B.E,5.52,4
2013A0103A,Economics and Finanace,B.E,6.1,3
2013P0104P,Computer Science and Information Systems,B.Pharm,5.97,1
2013A0105A,Mechanical Engineering,B.E,5.46,2
2013S0106S,Mechanical Engineering,M.Sc,8.19,1
2013H0107H,Chemical Engineering,M.E,9.28,2
