Student ID,Course,Degree,CGPA,Year
2012S0001S,Humanities and Social Sciences,M.Sc,9.03,2
2012A0002A,Electrical and Electronics Engineering,B.E,7.5,3
2012A0003A,Humanities and Social Sciences,B.E,6.5,1
2012H0004H,Electrical and Electronics Engineering,M.E,5.49,2
2012H0005H,Biological Sciences,M.E,6.08,3
2012A0006A,Humanities and Social Sciences,B.E,9.19,1
2012A0007A,Humanities and Social Sciences,B.E,8.72,3
2012H0008H,Economics and Finanace,M.E,6.8,3
2012A0009A,Economics and Finanace,B.E,5.1,1
2012H0010H,Economics and Finanace,M.E,9.34,2
2012P0011P,Mechanical Engineering,B.Pharm,7.88,2
2012A0012A,Computer Science and Information Systems,B.E,6.78,4
2012A0013A,Physics,B.E,7.23,1
2012A0014A,Electrical and Electronics Engineering,B.E,8.07,4
2012A0015A,Pharmacy,B.E,9.78,2
2012H0016H,Pharmacy,M.E,9.04,3
2012D0017D,Electrical and Electronics Engineering,Ph.D,8.16,4
2012S0018S,Chemical Engineering,M.Sc,5.4,3
2012A0019A,Civil Engineering,B.E,6.57,3
2012A0020A,Physics,B.E,6.34,4
2012S0021S,Computer Science and Information Systems,M.Sc,9.44,3
2012A0022A,Physics,B.E,7.93,4
2012H0023H,Electrical and Electronics Engineering,M.E,5.84,1
2012P0024P,Chemisty,B.Pharm,8.64,3
2012H0025H,Physics,M.E,8.5,1
2012H0026H,Civil Engineering,M.E,5.83,1
2012A0027A,Chemical Engineering,B.E,5.32,4
2012H0028H,Mathematics,M.E,5.27,4
2012A0029A,Mathematics,B.E,8.82,1
2012A0030A,Chemical Engineering,B.E,6.31,2
2012A0031A,Chemical Engineering,B.E,8.27,4
2012H0032H,Computer Science and Information Systems,M.E,6.15,3
2012A0033A,Humanities and Social Sciences,B.E,8.13,2
2012A0034A,Mathematics,B.E,9.19,1
2012H0035H,Biological Sciences,M.E,8.32,3
2012D0036D,Humanities and Social Sciences,Ph.D,7.34,3
2012P0037P,Humanities and Social Sciences,B.Pharm,5.68,2
2012A0038A,Mechanical Engineering,B.E,7.99,4
2012A0039A,Mathematics,B.E,8.2,3
2012A0040A,Economics and Finanace,B.E,7.41,2
2012S0041S,Chemical Engineering,M.Sc,7.21,3
2012A0042A,Electrical and Electronics Engineering,B.E,6.3,3
2012A0043A,Biological Sciences,B.E,5.0,2
2012H0044H,Economics and Finanace,M.E,6.43,1
2012A0045A,Physics,B.E,9.61,4
2012A0046A,Computer Science and Information Systems,B.E,5.05,4
2012A0047A,Computer Science and Information Systems,B.E,7.99,1
2012A0048A,Mathematics,B.E,6.87,4
2012A0049A,Mathematics,B.E,7.19,2
2012H0050H,Chemisty,M.E,8.57,4
2012A0051A,Electrical and Electronics Engineering,B.E,6.1,1
2012A0052A,Electrical and Electronics Engineering,B.E,8.13,3
2012A0053A,Computer Science and Information Systems,B.E,8.24,3
2012A0054A,Electrical and Electronics Engineering,B.E,5.94,1
2012A0055A,Chemisty,B.E,5.68,1
2012H0056H,Pharmacy,M.E,7.28,4
2012A0057A,Computer Science and Information Systems,B.E,8.5,4
2012H0058H,Civil Engineering,M.E,6.6,2
2012P0059P,Biological Sciences,B.Pharm,9.85,1
2012A0060A,Chemisty,B.E,9.86,3
2012H0061H,Computer Science and Information Systems,M.E,5.63,4
2012A0062A,Physics,B.E,5.04,1
2012A0063A,Chemisty,B.E,5.07,2
2012H0064H,Economics and Finanace,M.E,7.1,4
2012A0065A,Economics and Finanace,B.E,7.32,1
2012A0066A,Economics and Finanace,B.E,5.4,2
2012A0067A,Biological Sciences,B.E,6.33,4
2012A0068A,Chemical Engineering,B.E,7.72,2
2012A0069A,Civil Engineering,B.E,9.48,3
2012A0070A,Electrical and Electronics Engineering,B.E,9.14,1
2012H0071H,Physics,M.E,6.24,4
2012A0072A,Civil Engineering,B.E,8.69,1
2012A0073A,Civil Engineering,B.E,7.3,1
2012H0074H,Mathematics,M.E,8.33,2
2012A0075A,Humanities and Social Sciences,B.E,6.95,3
2012A0076A,Economics and Finanace,B.E,5.79,1
2012A0077A,Physics,B.E,9.69,1
2012H0078H,Computer Science and Information Systems,M.E,7.41,3
2012A0079A,Civil Engineering,B.E,6.8,1
2012S0080S,Pharmacy,M.Sc,6.09,1
2012A0081A,Civil Engineering,B.E,8.16,3
2012S0082S,Biological Sciences,M.Sc,5.84,3
2012A0083A,Mechanical Engineering,B.E,5.6,2
2012S0084S,Biological Sciences,M.Sc,9.84,4
2012A0085A,Physics,B.E,7.98,3
2012H0086H,Chemical Engineering,M.E,6.24,4
2012A0087A,Chemical Engineering,B.E,8.43,3
2012H0088H,Pharmacy,M.E,5.3,3
2012D0089D,Pharmacy,Ph.D,5.77,1
2012A0090A,Chemisty,B.E,7.44,3
2012P0091P,Pharmacy,B.Pharm,8.78,4
2012S0092S,Physics,M.Sc,5.96,4
2012S0093S,Economics and Finanace,M.Sc,8.62,3
2012P0094P,Biological Sciences,B.Pharm,7.43,4
2012A0095A,Mathematics,B.E,6.47,4
2012A0096A,Civil Engineering,B.E,7.83,3
2012H0097H,Economics and Finanace,M.E,8.66,3
2012A0098A,Mechanical Engineering,B.E,9.57,2
2012A0099A,Chemical Engineering,B.E,7.66,4
