Student ID,Course,Degree,CGPA,Year
2015A0001A,Biological Sciences,B.E,5.45,3
2015A0002A,Mechanical Engineering,B.E,6.74,2
2015A0003A,Mathematics,B.E,8.9,2
2015S0004S,Mathematics,M.Sc,7.85,1
2015H0005H,Mechanical Engineering,M.E,8.82,2
2015A0006A,Physics,B.E,5.96,3
2015H0007H,Chemisty,M.E,9.51,1
2015D0008D,Physics,Ph.D,5.49,2
2015A0009A,Mathematics,B.E,9.26,4
2015S0010S,Economics and Finanace,M.Sc,8.49,2
2015A0011A,Humanities and Social Sciences,B.E,8.37,1
2015A0012A,Chemisty,B.E,9.17,4
2015D0013D,Electrical and Electronics Engineering,Ph.D,6.07,2
2015A0014A,Electrical and Electronics Engineering,B.E,5.56,3
2015A0015A,Chemical Engineering,B.E,7.33,2
2015A0016A,Humanities and Social Sciences,B.E,8.81,3
2015A0017A,Mathematics,B.E,8.61,1
2015S0018S,Economics and Finanace,M.Sc,7.47,4
2015P0019P,Computer Science and Information Systems,B.Pharm,7.28,3
2015P0020P,Pharmacy,B.Pharm,9.88,4
2015D0021D,Civil Engineering,Ph.D,7.77,3
2015A0022A,Electrical and Electronics Engineering,B.E,5.94,1
2015A0023A,Humanities and Social Sciences,B.E,9.7,3
2015S0024S,Chemisty,M.Sc,5.06,4
2015A0025A,Pharmacy,B.E,5.53,4
2015P0026P,Pharmacy,B.Pharm,8.38,1
2015D0027D,Chemisty,Ph.D,6.97,1
2015A0028A,Physics,B.E,9.63,2
2015A0029A,Chemical Engineering,B.E,6.82,2
2015A0030A,Economics and Finanace,B.E,6.0,4
2015A0031A,Chemical Engineering,B.E,6.16,4
2015D0032D,Physics,Ph.D,7.5,3
2015A0033A,Pharmacy,B.E,9.72,3
2015P0034P,Humanities and Social Sciences,B.Pharm,8.33,4
2015A0035A,Humanities and Social Sciences,B.E,7.56,2
2015D0036D,Humanities and Social Sciences,Ph.D,5.54,3
2015A0037A,Humanities and Social Sciences,B.E,7.49,2
2015H0038H,Biological Sciences,M.E,5.5,1
2015A0039A,Chemical Engineering,B.E,7.49,1
2015A0040A,Chemisty,B.E,6.91,3
2015A0041A,Chemisty,B.E,6.51,1
2015A0042A,Chemical Engineering,B.E,8.31,4
2015S0043S,Humanities and Social Sciences,M.Sc,6.01,4
2015H0044H,Humanities and Social Sciences,M.E,7.52,3
2015A0045A,Mathematics,B.E,7.73,1
2015P0046P,Electrical and Electronics Engineering,B.Pharm,9.4,1
2015H0047H,Electrical and Electronics Engineering,M.E,7.25,4
2015H0048H,Humanities and Social Sciences,M.E,7.3,1
2015A0049A,Chemisty,B.E,7.78,3
2015A0050A,Physics,B.E,5.82,4
2015A0051A,Chemisty,B.E,6.56,4
2015A0052A,Humanities and Social Sciences,B.E,8.82,4
2015P0053P,Pharmacy,B.Pharm,7.77,4
