Student ID,Course,Degree,CGPA,Year
2016H0001H,Mechanical Engineering,M.E,7.61,4
2016H0002H,Mathematics,M.E,9.48,1
2016H0003H,Pharmacy,M.E,9.68,2
2016A0004A,Biological Sciences,B.E,6.37,2
2016S0005S,Civil Engineering,M.Sc,9.15,4
2016D0006D,Chemical Engineering,Ph.D,9.03,3
2016A0007A,Electrical and Electronics Engineering,B.E,7.94,4
2016A0008A,Biological Sciences,B.E,6.7,2
2016A0009A,Electrical and Electronics Engineering,B.E,5.12,3
2016S0010S,Electrical and Electronics Engineering,M.Sc,6.29,1
2016S0011S,Chemical Engineering,M.Sc,7.71,3
2016H0012H,Chemisty,M.E,5.91,1
2016A0013A,Chemisty,B.E,6.53,4
2016A0014A,Pharmacy,B.E,5.85,3
2016A0015A,Chemisty,B.E,5.14,1
2016A0016A,Computer Science and Information Systems,B.E,6.95,3
2016A0017A,Chemisty,B.E,7.06,3
2016A0018A,Computer Science and Information Systems,B.E,6.88,1
2016A0019A,Biological Sciences,B.E,6.01,2
2016A0020A,Humanities and Social Sciences,B.E,7.54,4
2016H0021H,Chemical Engineering,M.E,6.35,3
2016D0022D,Humanities and Social Sciences,Ph.D,7.77,1
2016A0023A,Humanities and Social Sciences,B.E,5.14,2
2016H0024H,Biological Sciences,M.E,6.35,1
2016S0025S,Civil Engineering,M.Sc,8.81,2
2016A0026A,Computer Science and Information Systems,B.E,7.84,4
2016A0027A,Chemical Engineering,B.E,9.23,2
2016S0028S,Chemisty,M.Sc,6.87,2
2016A0029A,Civil Engineering,B.E,7.69,4
2016H0030H,Mathematics,M.E,7.26,1
2016A0031A,Humanities and Social Sciences,B.E,9.81,3
2016A0032A,Pharmacy,B.E,9.86,1
2016D0033D,Biological Sciences,Ph.D,9.67,4
2016S0034S,Computer Science and Information Systems,M.Sc,7.99,4
2016H0035H,Economics and Finanace,M.E,9.21,2
2016P0036P,Mechanical Engineering,B.Pharm,9.2,3
2016D0037D,Biological Sciences,Ph.D,5.81,1
2016A0038A,Computer Science and Information Systems,B.E,5.45,1
2016A0039A,Chemisty,B.E,8.63,3
2016H0040H,Electrical and Electronics Engineering,M.E,6.05,3
2016A0041A,Pharmacy,B.E,9.73,3
2016A0042A,Physics,B.E,7.26,2
2016A0043A,Pharmacy,B.E,9.92,3
2016S0044S,Civil Engineering,M.Sc,7.3,3
2016D0045D,Biological Sciences,Ph.D,9.57,2
2016H0046H,Pharmacy,M.E,9.61,4
2016S0047S,Biological Sciences,M.Sc,9.51,2
2016H0048H,Electrical and Electronics Engineering,M.E,7.78,4
2016H0049H,Electrical and Electronics Engineering,M.E,7.69,1
2016A0050A,Mathematics,B.E,5.15,4
2016H0051H,Pharmacy,M.E,5.62,4
2016D0052D,Mechanical Engineering,Ph.D,6.79,2
2016A0053A,Physics,B.E,9.92,1
2016D0054D,Humanities and Social Sciences,Ph.D,6.85,2
2016H0055H,Humanities and Social Sciences,M.E,5.05,1
2016A0056A,Computer Science and Information Systems,B.E,8.4,3
2016D0057D,Civil Engineering,Ph.D,5.45,3
2016A0058A,Physics,B.E,6.11,4
2016A0059A,Economics and Finanace,B.E,5.18,4
2016H0060H,Physics,M.E,8.53,2
2016A0061A,Biological Sciences,B.E,5.98,4
2016A0062A,Chemical Engineering,B.E,9.35,4
2016A0063A,Chemisty,B.E,7.76,2
2016P0064P,Chemical Engineering,B.Pharm,7.94,1
2016D0065D,Chemisty,Ph.D,6.3,2
2016P0066P,Computer Science and Information Systems,B.Pharm,5.96,1
2016A0067A,Physics,B.E,8.39,3
2016P0068P,Pharmacy,B.Pharm,7.8,4
2016H0069H,Biological Sciences,M.E,9.69,1
2016A0070A,Economics and Finanace,B.E,7.16,4
2016A0071A,Computer Science and Information Systems,B.E,5.61,4
2016A0072A,Humanities and Social Sciences,B.E,6.81,1
2016A0073A,Physics,B.E,6.12,3
2016S0074S,Electrical and Electronics Engineering,M.Sc,7.66,3
2016A0075A,Biological Sciences,B.E,6.96,3
2016A0076A,Chemical Engineering,B.E,9.4,1
2016A0077A,Physics,B.E,6.13,4
2016A0078A,Chemical Engineering,B.E,9.58,2
2016H0079H,Chemisty,M.E,6.65,1
2016A0080A,Pharmacy,B.E,8.13,1
2016A0081A,Humanities and Social Sciences,B.E,7.16,1
2016A0082A,Mechanical Engineering,B.E,8.99,3
2016A0083A,Computer Science and Information Systems,B.E,6.24,4
2016A0084A,Civil Engineering,B.E,9.79,1
2016D0085D,Economics and Finanace,Ph.D,7.6,2
2016H0086H,Chemical Engineering,M.E,8.88,4
2016H0087H,Chemical Engineering,M.E,8.13,1
2016A0088A,Chemical Engineering,B.E,9.87,1
2016A0089A,Electrical and Electronics Engineering,B.E,6.57,1
2016H0090H,Chemisty,M.E,5.31,4
2016A0091A,Biological Sciences,B.E,6.51,4
2016D0092D,Chemical Engineering,Ph.D,5.51,1
2016A0093A,Mathematics,B.E,5.26,4
2016P0094P,Electrical and Electronics Engineering,B.Pharm,5.48,4
2016D0095D,Civil Engineering,Ph.D,9.32,1
2016P0096P,Humanities and Social Sciences,B.Pharm,6.92,4
2016A0097A,Mechanical Engineering,B.E,8.1,3
2016H0098H,Pharmacy,M.E,9.69,1
2016A0099A,Humanities and Social Sciences,B.E,7.59,2
2016A0100A,Chemical Engineering,B.E,5.51,1
2016D0101D,Mechanical Engineering,Ph.D,8.95,2
2016H0102H,Mechanical Engineering,M.E,5.63,3
2016S0103S,Economics and Finanace,M.Sc,7.11,4
2016A0104A,Chemisty,B.E,6.22,1
2016P0105P,Biological Sciences,B.Pharm,5.64,4
2016A0106A,Mathematics,B.E,9.8,3
2016A0107A,Computer Science and Information Systems,B.E,7.92,2
2016P0108P,Chemisty,B.Pharm,7.35,3
2016P0109P,Computer Science and Information Systems,B.Pharm,6.84,1
2016A0110A,Mathematics,B.E,7.93,2
2016A0111A,Biological Sciences,B.E,6.19,1
2016H0112H,Electrical and Electronics Engineering,M.E,6.72,2
2016A0113A,Pharmacy,B.E,9.54,1
2016A0114A,Economics and Finanace,B.E,5.95,4
2016D0115D,Physics,Ph.D,8.46,4
2016D0116D,Mechanical Engineering,Ph.D,8.46,3
2016A0117A,Mechanical Engineering,B.E,6.5,3
2016S0118S,Chemisty,M.Sc,5.52,1
2016A0119A,Humanities and Social Sciences,B.E,6.1,1
2016H0120H,Pharmacy,M.E,6.12,2
2016A0121A,Humanities and Social Sciences,B.E,8.12,2
2016D0122D,Humanities and Social Sciences,Ph.D,8.67,3
2016A0123A,Physics,B.E,6.88,4
2016S0124S,Chemisty,M.Sc,9.13,1
2016D0125D,Economics and Finanace,Ph.D,5.05,3
2016A0126A,Biological Sciences,B.E,7.77,2
2016P0127P,Computer Science and Information Systems,B.Pharm,7.2,3
2016A0128A,Biological Sciences,B.E,9.88,2
2016A0129A,Civil Engineering,B.E,6.42,2
2016A0130A,Computer Science and Information Systems,B.E,8.59,3
2016A0131A,Mathematics,B.E,6.23,2
2016P0132P,Biological Sciences,B.Pharm,5.88,3
2016A0133A,Chemical Engineering,B.E,5.1,2
2016A0134A,Electrical and Electronics Engineering,B.E,8.27,1
2016H0135H,Economics and Finanace,M.E,9.68,3
2016H0136H,Humanities and Social Sciences,M.E,6.2,3
2016A0137A,Pharmacy,B.E,5.86,4
2016D0138D,Physics,Ph.D,5.33,2
2016H0139H,Chemisty,M.E,8.97,2
2016A0140A,Mathematics,B.E,6.89,3
2016A0141A,Economics and Finanace,B.E,8.0,2
2016A0142A,Biological Sciences,B.E,8.82,2
2016A0143A,Mathematics,B.E,6.47,2
2016S0144S,Economics and Finanace,M.Sc,6.24,3
2016A0145A,Chemisty,B.E,9.26,4
2016A0146A,Civil Engineering,B.E,8.64,4
2016H0147H,Pharmacy,M.E,8.07,2
2016A0148A,Mathematics,B.E,6.94,3
2016A0149A,Humanities and Social Sciences,B.E,7.59,2
2016P0150P,Economics and Finanace,B.Pharm,8.56,4
2016A0151A,Physics,B.E,9.78,4
2016P0152P,Computer Science and Information Systems,B.Pharm,7.91,1
2016H0153H,Civil Engineering,M.E,6.1,2
2016A0154A,Humanities and Social Sciences,B.E,9.32,4
2016S0155S,Civil Engineering,M.Sc,6.53,4
2016A0156A,Mechanical Engineering,B.E,5.79,3
2016S0157S,Computer Science and Information Systems,M.Sc,7.75,2
2016A0158A,Chemical Engineering,B.E,6.48,3
2016H0159H,Civil Engineering,M.E,7.92,4
2016A0160A,Mathematics,B.E,8.11,4
2016S0161S,Humanities and Social Sciences,M.Sc,7.34,4
2016P0162P,Economics and Finanace,B.Pharm,9.02,3
2016A0163A,Computer Science and Information Systems,B.E,6.91,2
2016A0164A,Humanities and Social Sciences,B.E,6.17,1
2016A0165A,Economics and Finanace,B.E,9.51,3
2016S0166S,Mathematics,M.Sc,7.56,1
2016H0167H,Computer Science and Information Systems,M.E,9.63,1
2016H0168H,Chemical Engineering,M.E,5.36,1
