Student ID,Course,Degree,CGPA,Year
2009D0001D,Economics and Finanace,Ph.D,8.96,2
2009A0002A,Computer Science and Information Systems,B.E,8.22,2
2009A0003A,Mathematics,B.E,8.0,3
2009A0004A,Physics,B.E,5.13,3
2009A0005A,Civil Engineering,B.E,7.59,2
2009A0006A,Physics,B.E,6.96,1
2009A0007A,Civil Engineering,B.E,7.47,1
2009H0008H,Civil Engineering,M.E,7.5,1
2009A0009A,Mathematics,B.E,9.44,1
2009A0010A,Economics and Finanace,B.E,9.67,2
2009P0011P,Electrical and Electronics Engineering,B.Pharm,9.3,4
2009A0012A,Economics and Finanace,B.E,7.73,2
2009H0013H,Humanities and Social Sciences,M.E,9.77,1
2009H0014H,Biological Sciences,M.E,7.94,1
2009A0015A,Computer Science and Information Systems,B.E,6.08,1
2009A0016A,Electrical and Electronics Engineering,B.E,7.53,4
2009S0017S,Electrical and Electronics Engineering,M.Sc,8.51,1
2009A0018A,Pharmacy,B.E,7.68,2
2009A0019A,Computer Science and Information Systems,B.E,5.42,1
2009S0020S,Mathematics,M.Sc,9.6,2
2009H0021H,Mathematics,M.E,6.63,1
2009A0022A,Computer Science and Information Systems,B.E,8.49,2
2009A0023A,Biological Sciences,B.E,6.22,4
2009P0024P,Chemical Engineering,B.Pharm,7.27,1
2009A0025A,Computer Science and Information Systems,B.E,8.33,2
2009P0026P,Chemical Engineering,B.Pharm,5.06,2
2009H0027H,Physics,M.E,5.06,4
2009P0028P,Economics and Finanace,B.Pharm,7.62,3
2009D0029D,Chemisty,Ph.D,6.86,3
2009A0030A,Physics,B.E,9.43,1
2009D0031D,Economics and Finanace,Ph.D,9.04,3
2009A0032A,Mathematics,B.E,5.32,1
2009H0033H,Humanities and Social Sciences,M.E,7.28,3
2009S0034S,Biological Sciences,M.Sc,7.5,2
2009S0035S,Economics and Finanace,M.Sc,5.79,1
2009P0036P,Mechanical Engineering,B.Pharm,8.37,1
2009D0037D,Civil Engineering,Ph.D,8.7,1
2009H0038H,Biological Sciences,M.E,9.29,1
2009A0039A,Civil Engineering,B.E,5.23,3
2009A0040A,Electrical and Electronics Engineering,B.E,9.6,2
2009S0041S,Biological Sciences,M.Sc,7.76,4
2009A0042A,Civil Engineering,B.E,6.61,4
2009H0043H,Physics,M.E,6.6,1
2009D0044D,Mechanical Engineering,Ph.D,6.86,1
2009A0045A,Chemisty,B.E,6.12,1
2009A0046A,Electrical and Electronics Engineering,B.E,5.34,4
2009A0047A,Computer Science and Information Systems,B.E,8.87,3
2009H0048H,Economics and Finanace,M.E,5.43,4
2009A0049A,Biological Sciences,B.E,6.84,3
2009D0050D,Mechanical Engineering,Ph.D,8.92,2
2009A0051A,Humanities and Social Sciences,B.E,6.84,4
2009A0052A,Civil Engineering,B.E,8.66,2
2009D0053D,Chemisty,Ph.D,5.03,4
2009S0054S,Biological Sciences,M.Sc,6.16,3
2009H0055H,Pharmacy,M.E,9.2,1
2009A0056A,Economics and Finanace,B.E,5.01,4
2009H0057H,Physics,M.E,8.64,1
2009S0058S,Civil Engineering,M.Sc,7.65,2
2009A0059A,Electrical and Electronics Engineering,B.E,7.46,1
2009H0060H,Chemisty,M.E,8.56,1
2009P0061P,Biological Sciences,B.Pharm,9.61,4
2009A0062A,Physics,B.E,9.48,4
2009A0063A,Physics,B.E,5.42,1
2009A0064A,Mathematics,B.E,5.67,4
2009H0065H,Chemical Engineering,M.E,7.96,1
2009A0066A,Electrical and Electronics Engineering,B.E,8.31,2
2009A0067A,Civil Engineering,B.E,6.46,3
2009P0068P,Electrical and Electronics Engineering,B.Pharm,8.5,3
2009P0069P,Economics and Finanace,B.Pharm,7.26,2
2009A0070A,Chemical Engineering,B.E,9.72,2
2009A0071A,Mechanical Engineering,B.E,5.54,1
2009A0072A,Chemisty,B.E,7.25,3
2009D0073D,Electrical and Electronics Engineering,Ph.D,5.6,3
2009A0074A,Civil Engineering,B.E,7.26,4
2009A0075A,Computer Science and Information Systems,B.E,9.26,1
2009A0076A,Chemisty,B.E,9.04,3
2009A0077A,Physics,B.E,8.48,1
2009S0078S,Civil Engineering,M.Sc,9.18,3
2009A0079A,Chemisty,B.E,5.46,2
2009H0080H,Economics and Finanace,M.E,6.98,1
2009A0081A,Pharmacy,B.E,6.49,2
2009A0082A,Biological Sciences,B.E,9.76,4
2009H0083H,Mathematics,M.E,8.74,2
2009A0084A,Chemical Engineering,B.E,7.31,2
2009A0085A,Chemical Engineering,B.E,5.06,2
2009D0086D,Chemisty,Ph.D,5.99,4
2009A0087A,Economics and Finanace,B.E,8.43,1
2009A0088A,Mechanical Engineering,B.E,7.93,1
2009A0089A,Biological Sciences,B.E,9.99,2
2009A0090A,Pharmacy,B.E,7.22,2
2009H0091H,Chemical Engineering,M.E,9.53,3
2009A0092A,Chemical Engineering,B.E,5.21,4
2009H0093H,Biological Sciences,M.E,5.84,4
2009H0094H,Physics,M.E,6.97,1
2009A0095A,Electrical and Electronics Engineering,B.E,8.42,2
2009A0096A,Economics and Finanace,B.E,6.07,2
2009A0097A,Computer Science and Information Systems,B.E,6.4,2
2009A0098A,Biological Sciences,B.E,8.07,2
2009A0099A,Pharmacy,B.E,6.48,4
2009A0100A,Mathematics,B.E,7.4,1
2009A0101A,Computer Science and Information Systems,B.E,6.92,4
2009D0102D,Civil Engineering,Ph.D,8.21,2
2009A0103A,Pharmacy,B.E,9.97,1
2009D0104D,Electrical and Electronics Engineering,Ph.D,8.91,3
2009S0105S,Humanities and Social Sciences,M.Sc,7.72,4
2009P0106P,Economics and Finanace,B.Pharm,9.56,3
2009A0107A,Electrical and Electronics Engineering,B.E,6.35,1
2009A0108A,Economics and Finanace,B.E,7.99,1
2009P0109P,Computer Science and Information Systems,B.Pharm,5.29,4
2009A0110A,Mathematics,B.E,6.79,2
2009P0111P,Chemisty,B.Pharm,5.5,2
2009P0112P,Computer Science and Information Systems,B.Pharm,7.67,1
2009A0113A,Civil Engineering,B.E,7.88,4
2009S0114S,Economics and Finanace,M.Sc,9.68,2
2009S0115S,Chemisty,M.Sc,6.18,3
2009A0116A,Physics,B.E,8.49,1
2009H0117H,Physics,M.E,8.5,2
2009D0118D,Mechanical Engineering,Ph.D,9.74,4
2009P0119P,Computer Science and Information Systems,B.Pharm,5.88,1
2009A0120A,Chemical Engineering,B.E,5.28,2
2009A0121A,Biological Sciences,B.E,7.63,1
2009D0122D,Economics and Finanace,Ph.D,9.59,2
2009S0123S,Chemisty,M.Sc,6.7,2
2009H0124H,Economics and Finanace,M.E,5.3,2
2009A0125A,Mechanical Engineering,B.E,8.52,2
2009A0126A,Chemical Engineering,B.E,9.23,3
2009A0127A,Chemical Engineering,B.E,6.87,4
2009P0128P,Mechanical Engineering,B.Pharm,5.51,3
2009P0129P,Economics and Finanace,B.Pharm,5.68,2
2009A0130A,Physics,B.E,9.74,4
2009A0131A,Pharmacy,B.E,6.59,3
2009A0132A,Civil Engineering,B.E,8.33,2
2009A0133A,Electrical and Electronics Engineering,B.E,6.53,3
2009A0134A,Chemisty,B.E,5.89,1
2009A0135A,Physics,B.E,9.74,4
2009D0136D,Mechanical Engineering,Ph.D,5.16,3
2009H0137H,Mechanical Engineering,M.E,6.1,1
2009A0138A,Humanities and Social Sciences,B.E,5.7,1
2009D0139D,Civil Engineering,Ph.D,6.73,3
2009A0140A,Chemisty,B.E,8.18,1
2009A0141A,Physics,B.E,8.35,3
2009P0142P,Humanities and Social Sciences,B.Pharm,5.06,2
2009A0143A,Civil Engineering,B.E,8.47,3
2009A0144A,Computer Science and Information Systems,B.E,8.94,1
2009H0145H,Biological Sciences,M.E,6.93,4
2009H0146H,Chemisty,M.E,9.42,4
2009A0147A,Electrical and Electronics Engineering,B.E,6.76,4
2009D0148D,Chemical Engineering,Ph.D,9.14,2
2009D0149D,Chemisty,Ph.D,7.26,1
2009H0150H,Computer Science and Information Systems,M.E,5.1,3
2009H0151H,Chemical Engineering,M.E,5.37,2
2009A0152A,Electrical and Electronics Engineering,B.E,5.8,1
2009H0153H,Mathematics,M.E,9.71,1
2009D0154D,Economics and Finanace,Ph.D,7.97,4
2009A0155A,Physics,B.E,5.15,2
2009P0156P,Mechanical Engineering,B.Pharm,9.45,2
2009A0157A,Biological Sciences,B.E,5.51,2
2009A0158A,Civil Engineering,B.E,7.05,3
2009S0159S,Pharmacy,M.Sc,6.41,2
2009A0160A,Chemical Engineering,B.E,5.25,4
2009A0161A,Chemisty,B.E,5.27,1
2009P0162P,Electrical and Electronics Engineering,B.Pharm,5.44,4
2009A0163A,Civil Engineering,B.E,5.48,2
2009P0164P,Chemisty,B.Pharm,8.19,1
2009P0165P,Humanities and Social Sciences,B.Pharm,9.22,3
2009A0166A,Electrical and Electronics Engineering,B.E,7.35,3
