Student ID,Course,Degree,CGPA,Year
2020P0001P,Economics and Finanace,B.Pharm,7.42,1
2020P0002P,Chemisty,B.Pharm,7.61,3
2020H0003H,Chemical Engineering,M.E,5.96,1
2020A0004A,Mathematics,B.E,5.12,2
2020S0005S,Civil Engineering,M.Sc,9.33,1
2020S0006S,Civil Engineering,M.Sc,5.15,2
2020A0007A,Civil Engineering,B.E,5.42,2
2020S0008S,Computer Science and Information Systems,M.Sc,6.37,2
2020H0009H,Chemical Engineering,M.E,6.74,3
2020A0010A,Humanities and Social Sciences,B.E,8.73,4
2020S0011S,Electrical and Electronics Engineering,M.Sc,7.56,4
2020D0012D,Civil Engineering,Ph.D,6.25,2
2020H0013H,Pharmacy,M.E,9.23,3
2020A0014A,Electrical and Electronics Engineering,B.E,5.51,3
2020A0015A,Chemisty,B.E,8.97,4
2020A0016A,Electrical and Electronics Engineering,B.E,9.41,4
2020A0017A,Mechanical Engineering,B.E,8.74,3
2020A0018A,Mechanical Engineering,B.E,5.54,4
2020H0019H,Electrical and Electronics Engineering,M.E,6.0,3
2020A0020A,Economics and Finanace,B.E,9.49,1
2020D0021D,Humanities and Social Sciences,Ph.D,5.84,1
2020A0022A,Mathematics,B.E,6.27,4
2020A0023A,Computer Science and Information Systems,B.E,8.02,3
2020A0024A,Electrical and Electronics Engineering,B.E,5.15,2
2020D0025D,Economics and Finanace,Ph.D,7.15,2
2020A0026A,Economics and Finanace,B.E,6.23,2
2020S0027S,Pharmacy,M.Sc,6.86,2
2020A0028A,Economics and Finanace,B.E,5.61,3
2020H0029H,Physics,M.E,5.05,3
2020D0030D,Civil Engineering,Ph.D,7.33,3
2020D0031D,Civil Engineering,Ph.D,7.81,4
2020A0032A,Computer Science and Information Systems,B.E,8.01,2
2020A0033A,Chemical Engineering,B.E,7.8,1
2020S0034S,Mechanical Engineering,M.Sc,9.46,4
2020A0035A,Pharmacy,B.E,8.78,3
2020H0036H,Economics and Finanace,M.E,5.99,1
2020A0037A,Humanities and Social Sciences,B.E,7.49,3
2020A0038A,Electrical and Electronics Engineering,B.E,5.6,4
2020A0039A,Chemisty,B.E,8.01,4
2020A0040A,Civil Engineering,B.E,7.88,3
2020P0041P,Biological Sciences,B.Pharm,8.22,1
2020A0042A,Humanities and Social Sciences,B.E,6.42,4
2020H0043H,Biological Sciences,M.E,9.48,1
2020A0044A,Economics and Finanace,B.E,8.22,1
2020A0045A,Humanities and Social Sciences,B.E,5.48,4
2020D0046D,Physics,Ph.D,6.5,3
2020A0047A,Economics and Finanace,B.E,7.0,3
2020P0048P,Humanities and Social Sciences,B.Pharm,8.06,4
2020P0049P,Computer Science and Information Systems,B.Pharm,8.48,4
2020P0050P,Humanities and Social Sciences,B.Pharm,9.24,1
2020A0051A,Economics and Finanace,B.E,9.69,1
2020A0052A,Biological Sciences,B.E,6.12,1
2020A0053A,Chemisty,B.E,5.53,3
2020S0054S,Physics,M.Sc,8.62,2
2020P0055P,Chemisty,B.Pharm,5.44,3
2020A0056A,Mathematics,B.E,9.95,1
2020P0057P,Computer Science and Information Systems,B.Pharm,9.42,1
2020A0058A,Chemical Engineering,B.E,5.24,3
2020P0059P,Chemical Engineering,B.Pharm,6.32,4
2020P0060P,Computer Science and Information Systems,B.Pharm,8.49,2
2020A0061A,Mechanical Engineering,B.E,7.3,2
2020A0062A,Economics and Finanace,B.E,9.31,4
2020D0063D,Pharmacy,Ph.D,7.23,1
2020A0064A,Mathematics,B.E,7.64,4
2020S0065S,Pharmacy,M.Sc,7.45,3
2020A0066A,Economics and Finanace,B.E,8.86,4
2020P0067P,Civil Engineering,B.Pharm,5.46,3
2020D0068D,Physics,Ph.D,5.41,2
2020D0069D,Pharmacy,Ph.D,8.24,2
2020P0070P,Chemical Engineering,B.Pharm,5.38,4
2020A0071A,Biological Sciences,B.E,6.06,2
2020A0072A,Humanities and Social Sciences,B.E,9.09,2
2020D0073D,Humanities and Social Sciences,Ph.D,5.52,2
2020H0074H,Mechanical Engineering,M.E,8.81,3
2020A0075A,Computer Science and Information Systems,B.E,8.54,2
2020A0076A,Mathematics,B.E,5.53,2
2020A0077A,Civil Engineering,B.E,9.58,4
2020A0078A,Humanities and Social Sciences,B.E,9.34,2
2020H0079H,Electrical and Electronics Engineering,M.E,5.94,3
2020A0080A,Electrical and Electronics Engineering,B.E,5.82,3
2020A0081A,Mechanical Engineering,B.E,8.24,2
2020D0082D,Humanities and Social Sciences,Ph.D,9.38,1
2020A0083A,Civil Engineering,B.E,5.08,4
2020D0084D,Chemisty,Ph.D,6.33,4
2020A0085A,Pharmacy,B.E,7.65,3
2020S0086S,Computer Science and Information Systems,M.Sc,5.59,1
2020A0087A,Economics and Finanace,B.E,7.16,2
2020H0088H,Electrical and Electronics Engineering,M.E,7.51,3
2020S0089S,Biological Sciences,M.Sc,7.21,3
2020A0090A,Chemical Engineering,B.E,5.25,4
2020S0091S,Physics,M.Sc,9.64,2
2020A0092A,Computer Science and Information Systems,B.E,5.95,2
2020A0093A,Mechanical Engineering,B.E,6.38,4
2020A0094A,Mathematics,B.E,7.17,1
2020H0095H,Pharmacy,M.E,6.24,1
2020A0096A,Civil Engineering,B.E,5.58,1
2020H0097H,Mechanical Engineering,M.E,6.33,1
2020A0098A,Mathematics,B.E,5.51,2
2020A0099A,Mechanical Engineering,B.E,8.5,4
2020A0100A,Electrical and Electronics Engineering,B.E,6.96,2
2020H0101H,Physics,M.E,9.12,3
2020H0102H,Humanities and Social Sciences,M.E,6.03,2
2020H0103H,Economics and Finanace,M.E,8.18,3
2020A0104A,Physics,B.E,5.02,2
2020A0105A,Mathematics,B.E,9.54,4
2020A0106A,Physics,B.E,6.53,2
2020P0107P,Chemisty,B.Pharm,6.58,1
2020H0108H,Chemisty,M.E,5.94,4
2020D0109D,Chemisty,Ph.D,9.81,4
2020H0110H,Electrical and Electronics Engineering,M.E,6.67,2
2020A0111A,Computer Science and Information Systems,B.E,9.41,2
2020A0112A,Pharmacy,B.E,8.8,1
2020H0113H,Mechanical Engineering,M.E,6.76,4
2020A0114A,Mechanical Engineering,B.E,5.01,2
2020H0115H,Humanities and Social Sciences,M.E,5.55,1
2020S0116S,Mechanical Engineering,M.Sc,8.4,3
2020P0117P,Civil Engineering,B.Pharm,7.63,2
